,tempe_D,,,front,,,tempe_G,,,occiput,,,epaule_D,,,dos,,,coude_D,,,poignet_int_D,,,poignet_ext_D,,,epaule_G,,,coude_G,,,poignet_int_G,,,poignet_ext_G,,,sternum,,,hanche_D,,,hanche_G,,,femur_D,,,femur_G,,,genoux_ext_D,,,genoux_ext_G,,,genoux_int_G,,,genoux_int_D,,,tibias_D,,,tibias_G,,,cheville_ext_G,,,cheville_ext_D,,,cheville_int_D,,,cheville_int_G,,,orteil_G,,,talon_G,,,orteil_D,,,talon_D,,
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
583,502.844788,531.020386,907.96228,417.674408,661.926819,915.494446,329.420898,583.439514,899.010254,388.653351,448.770935,912.677063,602.248779,418.381134,750.323914,426.857208,273.140717,791.085938,774.592468,521.14917,483.972748,622.095215,729.337952,575.622437,562.962708,593.523804,631.691589,227.21228,386.68631,782.348328,44.804516,495.015442,493.608704,203.241623,703.345825,565.743835,241.579819,577.426636,656.203369,400.963837,387.372864,574.052429,566.389893,106.080704,500.850372,287.621429,89.046173,518.722961,623.817871,161.625168,424.283966,184.531235,201.002823,454.697388,685.514099,488.469635,448.871307,150.642731,428.782104,466.061401,274.13681,474.277039,455.260864,549.72998,489.393494,450.430634,681.776611,446.88858,353.50235,129.533295,362.917938,300.692993,162.343811,228.4599,98.109085,626.150269,232.284866,124.671326,553.314148,236.833923,119.146484,244.072464,255.539413,102.93351,166.438843,427.049316,48.814659,203.802246,149.301102,40.227528,623.94574,434.366943,50.80788,579.76947,160.581665,51.315941
584,502.661438,530.929382,907.844666,417.528015,661.892883,915.535156,329.34903,583.352234,898.863831,388.513031,448.587555,912.472168,602.335571,418.321838,750.331726,426.859406,272.905823,790.932556,774.672729,521.052124,484.095886,621.973389,729.131165,575.545593,562.749451,593.433167,631.71405,227.276077,386.36734,782.018127,44.807465,494.880432,493.507263,203.162567,703.190735,565.640869,241.466843,577.110168,656.224365,400.919373,387.169739,573.856812,566.499023,105.885742,500.591766,287.748596,88.921654,518.424927,623.738037,161.578842,424.021759,184.59111,200.906082,454.537903,685.527222,488.467438,448.850555,150.740662,428.826813,466.060516,274.236267,474.312164,455.254242,549.609985,489.242737,450.445831,681.518372,446.898682,353.338226,129.597565,362.944885,300.627991,162.360931,228.46579,98.094818,626.18103,232.253418,124.694923,553.400513,236.669357,119.299553,244.093323,255.600525,102.938835,166.50325,427.030151,48.7103,203.813141,149.285858,40.194908,623.778564,434.148315,50.786625,579.746338,160.523987,51.345119
585,502.625946,530.719238,907.758484,417.461304,661.705811,915.485229,329.276886,583.19873,898.774353,388.449097,448.412567,912.385559,602.447327,418.10141,750.011536,426.832977,272.650482,790.805847,774.794495,520.92865,484.163849,621.933472,728.814392,575.405396,562.631897,593.345703,631.676453,227.267441,386.161194,781.888733,44.771255,494.702576,493.405762,203.069412,703.078552,565.583679,241.315521,576.908386,656.221497,400.950623,386.794037,573.661743,566.579529,105.667786,500.467133,287.847229,88.774124,518.260864,623.647583,161.590057,423.817261,184.621719,200.864853,454.396484,685.461975,488.42337,448.954346,150.765854,428.743713,466.04834,274.262939,474.219513,455.236328,549.540466,489.058472,450.427643,681.476929,446.831604,353.365814,129.651154,362.910706,300.655396,162.359406,228.246872,97.811386,626.167725,232.256989,124.650444,553.450745,236.649231,119.29834,244.060577,255.591064,102.870552,166.454346,427.044189,48.79118,203.801605,149.30043,40.226055,623.77417,434.136902,50.782452,579.686829,160.543106,51.319122
586,502.481506,530.594788,907.724609,417.316895,661.498413,915.701111,329.253937,583.079773,898.716614,388.427521,448.327545,912.265625,602.390015,417.866699,749.759155,427.090332,272.707275,790.553528,774.890991,520.754395,484.283813,621.789429,728.645935,575.52594,562.601746,593.182617,631.590942,227.267883,385.885742,781.772827,44.780689,494.578094,493.407867,202.982864,702.974548,565.587891,241.221481,576.723389,656.32666,400.969788,386.621429,573.585938,566.491699,105.369652,500.460205,287.777618,88.546425,518.214722,623.609741,161.488754,423.727448,184.659958,200.737198,454.371429,685.482422,488.284546,449.039734,150.773438,428.73584,466.156219,274.272003,474.201965,455.33844,549.760132,488.867188,450.451904,681.418701,446.748474,353.410797,129.712631,362.915894,300.686005,162.476273,228.523575,98.088867,626.196045,232.236465,124.660278,553.471069,236.614792,119.294891,244.058121,255.579254,102.857498,166.421402,427.030945,48.761829,203.857697,149.235184,40.416119,623.764709,434.121582,50.804241,579.668945,160.565979,51.286667
587,502.443146,530.518372,907.748291,417.283722,661.233704,915.695374,329.195007,582.869263,898.727356,388.418213,448.20813,912.309082,602.355713,417.650482,749.805298,427.156006,272.560608,790.393921,775.053284,520.626831,484.407501,621.784546,728.392761,575.60968,562.478638,593.098083,631.619385,227.30159,385.65744,781.726807,44.774105,494.403107,493.399811,202.874374,702.862427,565.631348,241.183578,576.551636,656.377258,400.970428,386.374298,573.546021,567.184937,105.496284,500.19516,288.488953,88.743507,517.910278,623.577393,162.183151,423.067108,184.700058,200.658966,454.274994,685.461914,488.215179,449.227051,150.871887,428.689514,466.205109,274.371918,474.146057,455.381592,549.930359,488.686401,450.506378,681.472595,446.574524,353.5755,129.736313,362.823608,300.73407,162.376144,228.241806,97.842705,626.203918,232.232162,124.661751,553.459961,236.578888,119.279137,243.673904,256.213562,103.3638,166.442673,427.042267,48.817158,203.794617,149.293991,40.24765,624.000244,434.370178,50.804176,579.737183,160.526749,51.340332
588,502.351166,530.538513,907.722778,417.252014,660.906372,915.715332,329.087555,582.588135,898.858032,388.363647,448.022552,912.363098,602.354675,417.491272,749.862427,427.169464,272.41272,790.30835,775.102112,520.509583,484.556854,621.746399,728.23468,575.70874,562.457153,592.89325,631.48291,227.315704,385.426117,781.811096,44.782524,494.258728,493.500336,202.818985,702.723267,565.666809,241.125031,576.460999,656.508667,400.991058,386.258667,573.480225,567.49353,105.353699,499.930786,288.815582,88.671356,517.606506,623.450317,162.391525,422.801971,184.717621,200.572037,454.215942,685.547241,488.088135,449.333008,150.876984,428.607117,466.148224,274.37854,474.054199,455.318939,550.038025,488.590179,450.569977,681.467957,446.465729,353.589294,129.761551,362.832275,300.758392,162.338181,228.452286,98.115028,626.171936,232.149887,124.655884,553.477173,236.549744,119.243271,243.948807,255.709137,102.987328,166.434311,427.034637,48.762177,203.756714,149.269073,40.285603,623.838928,434.133545,50.85675,579.711914,160.52298,51.273613
589,502.328186,530.426819,907.776245,417.296448,660.645813,915.817688,329.12735,582.224365,898.944824,388.382599,447.765167,912.528381,602.300171,417.214142,749.906311,427.419708,272.408661,790.222473,775.316467,520.321716,484.76358,621.744873,728.030396,575.924255,562.411133,592.62207,631.521362,227.333237,385.184692,781.903015,44.748905,494.038391,493.617554,202.683411,702.59082,565.841003,241.084595,576.342102,656.618896,401.000671,386.19104,573.557983,566.970032,105.137474,499.89389,288.310272,88.525566,517.530212,623.380127,162.420593,422.767181,184.701111,200.462021,454.196167,685.625549,488.08609,449.457489,150.880066,428.511444,466.173309,274.383057,473.948914,455.338287,550.128052,488.534363,450.706299,681.677673,446.198456,353.964966,129.734512,362.776733,300.754639,162.377731,228.248337,97.864258,626.179993,232.206665,124.630508,553.49762,236.733139,119.086555,244.049133,255.43663,102.745026,166.458633,426.984497,48.747375,203.794403,149.297836,40.236809,624.121094,434.357819,50.816963,579.75885,160.50563,51.289093
590,502.423645,530.026489,907.998657,417.473358,660.21759,915.911255,329.140106,581.855957,899.110657,388.397919,447.463989,912.681641,602.284607,417.026398,749.97583,427.484406,272.37149,790.248718,775.562317,520.129822,485.012817,621.680664,727.915039,576.134827,562.249146,592.190247,631.654663,227.344147,384.943542,782.038452,44.732742,493.88028,493.738678,202.620743,702.388428,566.03302,241.110977,576.233459,656.734253,400.951569,386.192413,573.696289,566.885803,105.006668,499.910339,288.244171,88.465202,517.507324,623.294495,159.454742,424.749573,184.705566,200.44162,454.174042,685.792664,487.931366,449.506836,150.883652,428.415558,466.220978,274.388123,473.843445,455.380188,550.202942,488.536255,450.8992,681.523682,445.915649,354.110168,129.724716,362.733337,300.744385,162.344849,228.449921,98.021072,626.173462,232.145035,124.613159,553.473511,236.707764,119.082016,244.174301,255.357498,102.742889,166.438736,427.028992,48.75964,203.814865,149.286392,40.193314,623.877808,434.12796,50.854446,579.616943,160.58931,51.243805
591,502.404083,529.549927,908.270142,417.599976,659.796509,916.095032,329.193024,581.608582,899.368713,388.38681,447.118439,912.883179,602.319397,416.85733,750.081787,427.324707,272.134979,790.416443,775.70636,520.085571,485.170074,621.556824,727.952454,576.73822,562.717041,591.77417,631.703064,227.350677,384.75946,782.258545,44.75552,493.672668,493.889679,202.552139,702.153381,566.256592,241.123138,576.070007,656.880676,400.95401,386.130371,573.792236,566.94281,104.964722,499.96228,288.319275,88.493668,517.519897,623.687012,158.631195,425.554321,184.756927,200.318192,454.254578,685.857422,487.900208,449.661316,150.876068,428.398193,466.087372,274.38205,473.816528,455.240875,550.310486,488.519379,451,681.986877,445.517487,354.443451,129.732819,362.715973,300.746765,162.338348,228.464676,98.040741,626.218445,232.090927,124.605469,553.497864,236.658386,119.13446,244.076767,255.401352,102.737144,166.471298,427.066956,48.762962,203.815598,149.285263,40.191757,624.157043,434.355743,50.786423,579.659851,160.586029,51.200157
592,502.525177,529.195374,908.544373,417.645721,659.593262,916.367004,329.041077,581.46283,899.783936,388.479492,446.890015,913.1604,602.331055,416.807556,750.32489,427.075012,271.67514,790.785339,775.884949,520.029297,485.322754,621.656433,727.830627,576.977722,562.799133,591.477112,631.974487,227.395386,384.572906,782.501404,44.74736,493.496033,494.096436,202.561249,702.007141,566.493408,241.10321,575.958008,657.04071,400.938354,386.093628,574.041443,567.11554,104.94239,500.10025,288.510223,88.541794,517.618652,623.66687,158.745087,425.462708,184.810028,200.3629,454.460114,686.053772,487.61319,449.892548,150.888565,428.419403,466.075104,274.395996,473.828094,455.22287,550.469116,488.386719,451.105713,682.266724,445.267456,354.6297,129.722412,362.644409,300.724823,162.311249,228.437637,98.057503,626.234009,232.078796,124.61058,553.469543,236.666367,119.066757,244.091156,255.403534,102.775414,166.439285,427.035461,48.744457,203.756897,149.266434,40.290043,624.150818,434.358704,50.806854,579.680359,160.566895,51.219051
593,502.672272,528.754822,908.876038,417.658661,659.501465,916.817627,329.165924,581.400696,900.042786,388.573578,446.600037,913.560303,602.340637,416.882721,750.618103,427.12735,271.39212,791.027405,776.088135,519.968018,485.524963,621.940552,727.51178,576.96521,562.721008,591.262451,632.457886,227.456482,384.373444,782.778931,44.778137,493.271423,494.334351,202.602478,701.885803,566.664551,241.070435,575.837036,657.249695,400.970398,385.919952,574.230896,566.271545,104.311111,501.101013,287.684204,87.980949,518.580017,623.56189,158.926987,425.274017,184.764618,200.286819,454.735443,686.199829,487.357697,450.231476,150.815491,428.291901,466.217285,274.324402,473.69101,455.359314,550.520569,488.263245,451.185211,682.584961,444.936829,354.95929,129.672928,362.628387,300.718658,162.348602,228.246918,97.803139,626.247314,232.064407,124.575432,553.473938,236.699066,119.0858,244.079865,255.473083,102.787025,166.448334,427.054901,48.776188,203.783569,149.297104,40.235489,624.184326,434.383118,50.844128,579.687988,160.554382,51.23584
594,502.748688,528.335083,909.237976,417.555695,659.403015,917.366455,329.292664,581.205078,900.459778,388.621765,446.248169,913.963379,602.640259,416.362885,750.921692,427.264771,271.206451,791.261536,776.241821,519.95929,485.814606,622.043945,727.468445,577.177002,562.74054,591.065918,632.762939,227.490524,384.150269,783.07666,44.777287,493.062927,494.632751,202.676422,701.803833,566.897644,240.981934,575.718018,657.483704,401.08432,385.732361,574.486145,566.467407,103.828979,501.663635,287.898285,87.569244,519.10321,623.455322,159.030243,425.165161,184.777878,200.184845,455.049622,686.214233,487.122589,450.500183,150.737442,428.218658,466.408997,274.247864,473.608307,455.545258,550.657715,488.1427,451.223602,682.709106,444.80426,355.009399,129.654495,362.600586,300.772247,162.346619,228.250427,97.763138,626.230408,232.164749,124.627052,553.517395,236.558044,119.232117,244.056839,255.505661,102.746353,166.436417,427.035919,48.739021,203.74324,149.286621,40.313618,623.944824,434.141388,50.887821,579.688965,160.552444,51.238472
595,502.903809,527.992981,909.708313,417.516785,659.312927,917.887878,329.542511,580.864502,900.890625,388.623047,446.0224,914.247986,602.504822,416.415558,751.034607,427.227753,270.860413,791.699585,776.574707,519.738708,486.460236,622.233704,727.330872,577.545349,562.785583,591.069824,633.061462,227.502686,383.930176,783.337158,44.809956,492.86441,494.973206,202.728973,701.690796,567.267273,240.888214,575.564697,657.782227,401.149933,385.613831,574.888672,566.627319,103.791496,501.579041,288.076324,87.602226,518.979309,623.4552,159.020294,425.135742,184.739304,199.988037,455.33017,686.29834,486.670044,450.827484,150.718704,428.109894,466.35434,274.230591,473.489929,455.484863,551.781067,487.351776,450.897827,683.040955,444.552002,355.37326,129.609146,362.528748,300.800323,162.323135,228.428635,98.08416,626.171509,232.011673,124.614456,553.531372,236.667374,119.165367,244.063828,255.508072,102.816925,166.430893,427.021881,48.773598,203.82959,149.333267,40.169941,624.215515,434.414368,50.829895,579.764587,160.597565,51.228729
596,502.969818,527.856079,910.134521,417.703796,659.104797,918.399353,329.705933,580.637756,901.356384,388.598389,445.934326,914.408386,602.518372,415.753906,751.316711,427.414948,270.751221,792.064087,776.612488,519.47406,486.920746,622.518555,727.186218,577.993591,562.833923,591.021118,633.23175,227.426788,383.824341,783.688843,44.838741,492.711548,495.265533,202.629578,701.541504,567.901306,240.904709,575.314392,658.088989,401.118652,385.725067,575.393982,566.109192,103.982628,502.794983,287.576324,87.863792,520.156006,623.472473,159.818115,424.782104,184.69809,199.783783,455.583679,686.336548,486.448517,451.042358,150.666534,428.066315,466.367371,274.179871,473.436768,455.492157,551.009277,487.744781,451.128265,683.25885,444.085449,355.644165,129.655045,362.434082,300.834686,162.306244,228.40593,98.0354,626.226929,231.994186,124.608498,553.504517,236.77095,119.10775,243.9245,255.565475,102.814407,166.427017,427.031281,48.759605,203.764267,149.271103,40.278633,624.2677,434.373047,50.805405,579.692688,160.560028,51.233002
597,502.983643,527.805664,910.619629,417.81778,658.798035,918.98053,329.726654,580.55957,901.681519,388.679504,445.641754,914.747803,602.560852,415.917938,751.864075,427.60614,270.826569,792.38208,776.588135,519.512329,487.551331,622.631714,726.937866,578.379517,562.954102,590.976257,633.314087,227.347473,383.746735,784.151733,44.867611,492.551971,495.717285,202.526321,701.303772,568.608521,241.117859,575.103455,658.637146,401.081238,385.789398,575.819519,565.250732,103.434692,503.387146,286.736084,87.386284,520.70874,623.456848,159.936935,424.797455,184.663361,199.550186,455.867737,686.367798,486.312408,451.313019,150.671997,427.979736,466.414795,274.18689,473.340607,455.533844,550.792725,487.949097,451.432495,688.796387,441.871368,359.00946,129.608826,362.397034,300.87146,162.233826,228.339706,98.167625,626.234985,231.96199,124.585915,553.444031,236.762604,119.13237,243.630539,256.19751,103.413383,166.435257,427.048981,48.806431,203.708176,149.190338,40.464859,624.262512,434.362823,50.822186,579.760254,160.598434,51.226002
598,502.922882,527.81134,911.103577,417.882202,658.569885,919.385193,329.743195,580.307312,902.049927,388.7995,445.432922,915.201111,602.734741,416.131409,752.029968,427.646545,270.819733,792.826172,776.104675,519.241577,487.975342,622.963745,726.735474,578.909851,563.144836,590.81897,633.6875,227.398407,383.619843,784.652466,44.885651,492.39093,496.328979,202.440582,701.218567,569.334778,241.350769,574.898865,659.091919,401.085968,385.836761,576.276794,565.374512,103.007133,502.983337,286.877838,87.029152,520.265564,623.513,159.869629,425.127258,184.668243,199.448563,456.060242,686.340515,486.116638,451.427338,150.606216,427.836975,466.519775,274.122528,473.188263,455.633087,550.742676,487.814545,451.390472,689.628601,441.188904,359.837067,129.588196,362.308014,300.867462,162.279312,228.354141,98.08799,626.304871,232.085114,124.373566,553.412781,236.801788,119.103325,243.876526,255.749649,103.062645,166.42688,427.028381,48.783558,203.789307,149.271988,40.226139,624.282837,434.379395,50.80706,579.697693,160.650101,51.167435
599,502.943298,527.670227,911.597595,417.889557,658.514648,919.964355,329.608887,580.017883,902.874268,388.906036,445.246033,915.71106,602.580261,415.731171,752.549377,427.64859,270.720612,793.163147,776.492981,519.094727,488.545959,623.132996,726.832031,579.539551,563.322449,590.781189,634.250854,227.510193,383.494263,785.221741,44.929649,492.271606,496.887512,202.385941,701.14502,569.745544,241.414108,574.683472,659.710876,401.018738,385.59436,576.825806,565.449646,103.109612,503.118927,286.97113,87.20208,520.361755,623.584412,159.922394,425.83905,184.649139,199.432159,456.258148,686.182007,485.887146,451.654816,150.601593,427.731964,466.577637,274.119446,473.07373,455.685211,550.699097,487.656433,451.484894,687.942139,439.436218,359.752869,129.584518,362.290253,300.907837,162.241058,228.359024,98.067795,626.269958,232.047058,124.380531,553.414795,236.779831,119.152298,243.925583,255.520248,102.931602,166.439148,427.002716,48.758408,203.812256,149.285858,40.185356,624.272705,434.361176,50.82716,579.736511,160.542358,51.252808
600,502.885162,527.463623,912.288879,417.897308,658.279297,920.606934,329.935059,579.806274,903.469666,388.949188,445.236816,916.362366,602.60321,415.575409,753.014771,427.726715,270.510468,793.524963,776.911743,519.619751,489.165344,623.203003,726.932251,580.365234,563.448303,590.902527,635.129333,227.60968,383.363739,785.901794,44.897388,492.200989,497.428284,202.177353,701.168945,570.36499,241.365906,574.533447,660.363586,400.921722,385.286682,577.244873,565.644592,102.916069,504.211975,287.184143,87.078987,521.415466,623.662109,159.727066,426.77597,184.697372,199.362946,456.530396,686.092712,485.501862,452.022064,150.526047,427.67334,466.629883,274.045349,473.005463,455.731689,550.630859,487.463837,451.546326,687.783997,439.338867,359.694641,129.582428,362.228058,300.858154,162.37558,228.37323,98.039375,626.203491,232.094818,124.570511,553.350586,236.846909,119.128899,244.058792,255.61142,102.870201,166.42952,427.019012,48.811867,203.866089,149.185867,40.320446,624.28241,434.41098,50.835846,579.707581,160.526291,51.269287
601,503.012238,527.192688,912.92041,417.888794,658.084778,921.586182,329.966492,579.66394,904.155151,389.032196,445.115875,917.098572,602.716187,415.472137,753.718567,427.897766,270.418335,794.193909,777.420105,519.070557,489.965363,623.371216,726.710876,580.801208,563.453979,590.953857,636.14856,227.651978,383.284424,786.339172,44.87833,492.082214,498.000031,202.220734,700.904663,571.032043,241.133362,574.503113,660.810425,400.909241,385.038422,577.672363,566.021667,103.317253,504.325867,287.579376,87.550583,521.48999,623.498047,159.743027,427.313446,184.762054,199.290298,456.794495,685.723572,485.422516,452.378601,150.617661,427.720001,466.64505,274.138458,473.042542,455.741089,550.623962,487.390472,451.629791,687.837769,439.36673,359.736115,129.597275,362.190735,300.874756,162.226212,228.310745,97.996025,626.207947,232.065765,124.650345,553.32666,236.86409,119.178566,243.951462,255.583603,102.978294,166.423447,427.018127,48.793968,203.767212,149.24324,40.269665,624.296326,434.334351,50.824104,579.674377,160.559998,51.29689
602,503.267242,526.985352,913.395874,418.081787,657.503296,921.994507,329.999725,579.558838,905.01062,389.161133,444.806305,917.889404,602.825928,415.389435,754.326111,427.781555,270.028534,794.985352,777.683105,518.934387,490.534088,623.511536,726.544373,581.489075,563.381165,590.857849,636.78595,227.731827,383.209808,786.723877,44.81889,492.084869,498.739471,202.260483,700.950684,571.772705,240.932678,574.393555,661.63385,401.015503,384.947906,578.326538,565.725952,102.810875,505.237396,287.301788,87.114655,522.362122,623.389465,159.708145,427.797852,184.849228,199.249039,457.111633,685.265137,483.961273,452.655121,150.662231,427.644196,466.72821,274.184509,472.957153,455.818512,550.570557,487.335449,451.79306,687.848389,439.371979,359.756226,129.654007,362.182556,300.897003,162.236221,228.331726,98.00383,626.323059,231.994659,124.479027,553.418518,236.7379,119.290047,243.627914,255.877182,103.220917,166.463196,426.962311,48.722759,203.740219,149.271347,40.192474,624.317322,434.417938,50.804535,579.687683,160.552368,51.239189
603,503.307373,526.75354,913.880615,418.123505,657.250061,922.544189,329.921814,579.213135,905.549805,389.193939,444.547699,918.394836,602.697388,415.401855,755.227112,427.668152,269.813782,795.578308,777.579407,518.961487,491.066406,623.784668,726.481201,582.246704,563.776123,590.63147,636.871887,227.687332,383.097412,787.394165,44.904053,492.032837,499.337311,202.360214,701.087524,572.847473,240.947037,574.109314,662.511719,401.135773,384.759399,579.078125,565.728333,102.827766,505.847931,287.322235,87.201988,522.93335,623.190979,159.609528,428.100006,184.874329,199.163452,457.411438,685.574951,484.258881,453.047119,150.691605,427.630829,466.907288,274.215332,472.934204,455.991882,550.606323,487.145477,451.804718,685.276978,440.54071,357.951324,129.709167,362.184906,300.950958,162.222198,228.337631,97.980164,626.293274,231.969971,124.491074,553.372864,236.868286,119.092522,243.36525,256.363068,102.838974,166.44693,426.963776,48.787254,203.742844,149.245789,40.21487,624.31781,434.405212,50.828041,579.684143,160.559845,51.226933
604,503.319397,526.544067,914.854553,418.154755,657.238464,923.323059,330.052582,578.838989,906.533569,389.107208,444.563324,918.875183,602.79895,415.433746,755.83844,427.619446,269.891907,796.256958,777.896484,518.757874,492.001678,623.904419,726.544861,583.016235,564.015503,590.26239,637.463196,227.725006,382.752289,788.261414,45.022118,492.024017,500.131744,202.183716,700.892456,573.494568,241.120544,573.948425,663.077148,401.116394,384.684235,579.906982,565.728638,102.6726,506.245972,287.34082,87.117256,523.292114,623.104614,159.672775,428.074707,184.853943,199.133682,457.75415,685.592529,484.113647,453.245056,150.789703,427.582336,466.958649,274.314941,472.876129,456.037476,550.519043,487.075562,451.868591,685.109009,440.494537,357.896301,129.796768,362.10498,300.958588,162.247589,228.33931,98.036118,626.294922,231.935028,124.433678,553.333618,236.837219,119.145226,243.56279,256.05307,103.049789,166.486313,427.012146,48.759674,203.755661,149.250397,40.167183,624.347961,434.391815,50.857044,579.683594,160.560257,51.228554
605,503.230469,526.441833,915.683044,418.194641,656.960938,924.311523,330.047607,578.698242,907.153198,389.209473,444.391327,919.825134,602.732239,415.399017,756.371948,427.935059,270.20282,796.89032,777.820557,518.945251,493.11496,623.887878,726.611694,584.114746,564.18158,590.466675,638.470398,227.656693,382.590057,789.134338,45.025066,491.926819,500.865631,202.040298,700.652283,574.236755,241.267639,574.043701,663.815796,400.933258,384.499176,580.56488,565.790894,103.056404,507.506775,287.421143,87.571495,524.51355,623.081116,159.716125,428.025635,184.963409,199.077805,458.123993,685.399597,483.733734,453.674103,150.890503,427.550201,467.031921,274.417236,472.834473,456.10498,550.56073,486.888977,451.98941,685.448303,439.9599,358.50119,129.810867,362.049805,301.038116,162.25737,228.319672,98.00956,626.311829,231.918152,124.454742,553.385193,236.680649,119.259163,243.558792,256.157379,103.481125,166.441498,426.94339,48.76313,203.759171,149.252563,40.160358,624.348633,434.391785,50.856529,579.686157,160.555878,51.230049
606,503.159332,526.5578,916.402344,418.24231,656.771179,925.221252,329.970093,578.818237,908.377014,389.304047,443.947418,920.932617,602.775146,415.173401,757.09082,427.983368,269.798553,797.797729,778.254883,518.790405,493.928101,624.274963,726.161316,584.870728,564.030029,590.712891,639.748718,227.767624,382.500305,789.707214,44.935944,491.870697,501.704224,201.98671,700.691223,575.332458,241.043198,573.93634,664.918396,400.384308,384.835022,581.731323,565.836914,102.610641,507.92218,287.48526,87.196175,524.889587,622.972778,159.679977,428.141083,185.093842,199.012451,458.670898,685.263367,482.956268,454.298584,150.913712,427.465881,467.173859,274.441895,472.740631,456.24118,550.621704,486.860779,452.024872,685.956116,439.453735,359.168976,129.888351,362.010162,301.108459,162.258438,228.307236,97.985374,626.296753,231.877365,124.495811,553.334473,236.822647,119.165268,243.60466,256.234711,103.499382,166.439392,426.940186,48.766628,203.723068,149.221237,40.221478,624.337708,434.372986,50.877983,579.660217,160.647858,51.163857
607,503.102173,526.267822,917.027039,418.196503,656.691284,926.14917,329.912567,578.514587,909.105652,389.205597,443.832825,921.575806,602.530945,415.136383,758.347778,427.925568,269.734344,798.58252,778.205994,518.449524,494.518402,624.339844,726.211731,585.723206,563.863281,590.551147,640.69989,227.796417,382.35965,790.494385,44.940342,491.862427,502.554108,201.839706,701.003662,576.7948,240.936386,573.802002,665.925293,401.119995,383.921997,581.908508,566.137695,102.317001,508.598572,287.804169,86.972961,525.52655,622.730957,159.419281,428.760773,185.032562,198.984314,459.333618,685.199463,482.598206,454.709869,150.989258,427.502045,467.233887,274.518921,472.767151,456.295471,550.417297,486.847351,452.307709,686.152222,439.189484,359.445374,129.925537,361.976288,301.1828,162.241226,228.327469,98.016319,626.30011,231.861176,124.492851,553.342834,236.814957,119.115341,243.538971,256.238495,103.511238,166.369675,426.976349,48.839596,203.792084,149.170227,40.089684,624.344666,434.397369,50.853786,579.661804,160.595657,51.188267
608,503.2341,525.669739,918.081238,418.19162,656.638733,927.28241,329.988983,578.272461,909.984497,389.039917,443.686035,922.247742,602.825195,415.412415,759.095276,427.721649,269.523102,799.248169,778.197388,518.266357,495.616119,624.546997,726.138184,586.714844,564.508667,590.003113,641.06958,227.898148,382.060394,791.459656,45.14941,491.754791,503.384521,201.963989,700.630493,577.465881,240.927872,573.64563,666.654358,401.404663,383.680817,582.677185,565.682556,102.340248,509.531067,287.367126,87.066643,526.4198,622.634583,159.308594,429.385559,185.049881,198.972443,459.953979,685.147034,482.324097,454.980804,151.016052,427.423798,467.352631,274.547211,472.679382,456.408539,550.481934,486.853302,452.330048,686.434814,438.817627,359.938477,129.956375,361.960175,301.174988,162.239822,228.328781,98.01947,626.302002,231.745529,124.638832,553.406555,236.80304,119.122444,243.553101,256.207184,103.528801,166.37616,426.95285,48.810429,203.877899,149.203018,39.980244,624.081116,434.150635,50.925041,579.669128,160.54718,51.1763
609,503.083405,525.513672,919.313354,418.176422,656.515564,928.269287,329.855774,578.303772,911.137817,389.168884,443.428131,923.349304,602.893982,415.42627,759.704529,427.749603,269.570374,800.115234,778.394897,517.729492,496.756134,624.636963,725.992432,588.00061,564.557983,590.003235,642.02948,227.819763,381.979187,792.433289,45.18396,491.684845,504.252594,201.778656,700.476379,578.460693,240.796158,573.534851,667.753174,401.281433,383.943939,583.673218,566.187866,102.049179,510.491028,287.890625,86.846031,527.34021,622.688416,159.189514,430.564697,185.100815,199.002304,460.447845,685.12439,481.334381,455.734161,151.078339,427.454773,467.31192,274.610962,472.700714,456.362061,550.536987,486.804535,452.329407,686.783691,438.217102,360.519806,130.007339,361.893372,301.210541,162.229416,228.284485,97.981987,626.362793,231.787109,124.482162,553.372498,236.795105,119.136261,243.437317,256.66452,103.122429,166.392487,426.978607,48.81662,203.729828,148.895325,40.08305,624.351807,434.350739,50.872814,579.683411,160.557434,51.227108
