,tempe_D,,,front,,,tempe_G,,,occiput,,,epaule_D,,,dos,,,coude_D,,,poignet_int_D,,,poignet_ext_D,,,epaule_G,,,coude_G,,,poignet_int_G,,,poignet_ext_G,,,sternum,,,hanche_D,,,hanche_G,,,femur_D,,,femur_G,,,genoux_ext_D,,,genoux_ext_G,,,genoux_int_G,,,genoux_int_D,,,tibias_D,,,tibias_G,,,cheville_ext_G,,,cheville_ext_D,,,cheville_int_D,,,cheville_int_G,,,orteil_G,,,talon_G,,,orteil_D,,,talon_D,,
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
126,481.996094,276.969604,1725.510376,407.774078,415.744171,1746.709717,313.907471,347.71814,1718.621338,362.376556,208.721252,1709.806274,601.53949,218.894104,1465.428833,396.094208,134.150604,1426.912354,664.58136,227.536972,1127.262939,723.004333,276.654755,869.149292,632.878418,402.914429,905.449951,201.172836,193.79303,1476.852173,131.33429,241.139633,1129.699097,70.593231,297.803162,874.660095,111.032074,442.897003,930.569641,387.263306,359.406769,1356.402954,532.672729,301.626709,1089.924072,247.671875,316.49408,1070.77124,594.748535,294.903198,793.934753,186.468491,295.401276,722.388672,572.682251,285.511993,545.516663,210.018845,276.275696,551.2948,307.62149,301.172729,526.280945,475.815094,295.335815,527.369507,603.911194,249.009369,449.064972,161.885284,233.681015,352.837524,156.845734,216.06395,101.152664,616.218689,205.860001,122.810966,554.65332,217.527191,108.081497,241.586533,240.156403,104.320808,167.007416,425.746796,49.601746,201.487564,148.734604,38.53014,622.760559,432.913849,51.39373,581.957092,159.215149,47.299397
127,482.01004,276.923645,1725.490112,407.857239,415.704926,1746.833008,313.972351,347.593781,1718.76062,362.474091,208.562027,1709.818726,601.441772,218.942032,1465.377686,396.045837,134.152374,1426.944336,664.597534,227.599106,1127.237915,723.136047,276.799896,869.174805,633.031372,403.044128,905.50708,201.127228,193.841156,1476.943115,130.888687,241.233963,1129.936279,70.131477,298.013245,874.752014,110.531189,443.140778,930.951416,387.119659,359.484192,1356.490601,532.703613,301.191528,1089.722046,247.526749,316.553894,1070.805786,594.521362,295.023346,793.846863,186.23085,295.681,722.416504,572.466675,285.914246,545.132263,209.862747,276.686462,551.277222,307.209717,301.62616,526.083496,475.973999,295.575012,527.154602,603.865173,249.208725,448.809021,161.806274,234.001801,352.88446,156.859573,216.210388,101.179909,616.190918,205.857635,122.77356,554.580261,217.554138,108.114006,241.564316,240.494156,104.540733,167.018967,425.735382,49.644276,201.478058,148.729401,38.530548,622.738037,432.953247,51.394989,581.932983,159.191879,47.31382
128,482.133057,276.844025,1725.472778,407.889191,415.617493,1746.923828,314.000488,347.510254,1718.854126,362.525391,208.44783,1709.787964,601.463501,218.938858,1465.344971,396.036133,134.140442,1426.948364,664.614014,227.747498,1127.062378,723.199768,277.007446,869.301453,632.86438,403.441956,905.674744,201.113953,193.858307,1477.067749,130.476532,241.313171,1130.130493,69.410576,298.330719,875.106079,109.936844,443.428101,931.329651,387.096558,359.493866,1356.521606,532.702698,300.733856,1089.529663,247.36319,316.628601,1070.848755,594.40271,295.130524,793.797607,186.146133,295.885284,722.385498,572.430603,286.388306,545.453247,209.687119,277.065552,551.343262,307.168121,301.684357,525.959839,476.074921,295.923828,526.941589,603.763977,249.595459,448.813049,161.716125,234.43486,352.838928,156.859344,216.355255,101.079987,616.199036,205.905441,122.789497,554.593445,217.569489,108.135262,241.699417,240.30748,104.303307,167.023697,425.73111,49.615608,201.495132,148.709442,38.521095,622.73407,432.948212,51.411869,581.957397,159.21524,47.298996
129,482.219971,276.77536,1725.501709,407.942108,415.519623,1746.994995,314.057831,347.462189,1719.00647,362.608246,208.35527,1709.805176,601.400574,219.003983,1465.318726,396.009888,134.204269,1426.956543,664.65509,227.708649,1127.260864,723.224548,277.279724,869.297546,633.338928,403.382141,905.6073,201.086411,193.918488,1477.169922,130.096725,241.419037,1130.405518,68.759552,298.827789,875.555359,109.522537,443.562195,931.610962,387.033722,359.524261,1356.571899,532.621582,300.491699,1089.462402,247.248672,316.61145,1070.81543,594.254578,295.249969,793.766174,186.043823,296.150452,722.36676,572.426086,286.712799,545.514282,209.59697,277.4422,551.261353,307.102173,301.759857,525.82074,475.768982,296.866241,526.911804,603.581299,249.91597,448.76358,161.567505,234.899979,352.863007,156.825485,216.471664,101.07975,616.136475,205.965622,122.7593,554.584473,217.586426,108.174301,241.713547,240.278229,104.308388,167.008972,425.714935,49.607693,201.479218,149.153519,38.130356,622.76001,432.914398,51.393745,581.959717,159.217117,47.296555
130,482.300385,276.610565,1725.448486,407.999756,415.432587,1747.050049,314.127075,347.412476,1719.085938,362.690094,208.307526,1709.822998,601.384216,219.015015,1465.25354,395.91449,134.207535,1426.970215,664.627258,227.846848,1127.125854,723.330627,277.449799,869.466064,633.734924,403.4328,905.800354,201.063629,193.95665,1477.258545,129.717514,241.494507,1130.565918,68.307068,299.212128,875.765198,109.085747,443.725006,931.984253,386.942963,359.648834,1356.618164,532.542786,300.256287,1089.432739,247.09552,316.599274,1070.844727,594.168762,295.29364,793.825195,185.877808,296.324982,722.312134,572.426941,287.230713,545.562317,209.448212,277.775635,551.11438,307.000732,301.954224,525.608398,475.404388,297.979858,527.079651,603.429993,250.348969,448.760437,161.465836,235.332809,352.851563,156.84346,216.539001,101.033035,616.071228,205.971115,122.772507,554.601685,217.621078,108.135452,241.762833,240.360916,104.28315,167.042191,425.748291,49.613247,201.509613,149.160583,38.03933,622.722656,432.964783,51.397564,581.959106,159.216614,47.29715
131,482.311066,276.589172,1725.446289,408.095886,415.384399,1747.102783,314.188843,347.353577,1719.166382,362.717224,208.277634,1709.818115,601.324341,219.033051,1465.206055,395.877899,134.262344,1426.981323,664.594116,227.916153,1127.105957,723.435059,277.704803,869.553711,633.772949,403.850311,905.879578,200.981781,194.041504,1477.345825,129.420441,241.598175,1130.667358,67.760712,299.428955,875.780334,108.505783,444.19278,932.534851,386.843536,359.71402,1356.682251,532.490051,300.15567,1089.398804,246.985916,316.665253,1070.853882,594.102783,295.364594,793.861145,185.730698,296.47699,722.292175,572.320068,287.601929,545.533203,209.306564,278.204926,551.034485,306.150421,303.740967,527.001648,475.419708,298.582031,527.089233,603.342834,250.868668,448.7789,161.467575,235.590195,352.76181,156.84758,216.593338,101.019562,616.072388,206.012421,122.786491,554.579529,217.630295,108.174118,241.776749,240.377579,104.29361,167.018188,425.733398,49.621468,201.481842,148.73671,38.521633,622.782288,432.959076,51.347466,581.93219,159.191254,47.314625
132,482.381042,276.631073,1725.394653,408.2453,415.410248,1747.08728,314.291107,347.335938,1719.231567,362.716522,208.275314,1709.853271,601.259705,219.073669,1465.143188,395.789734,134.272629,1426.993652,664.677246,227.941177,1127.068237,723.416748,278.044464,869.53363,633.937622,404.140594,906.00592,200.958633,194.135895,1477.458374,129.106903,241.584656,1130.834717,67.094849,299.829041,876.010986,108.028999,444.562592,933.021667,386.786957,359.733246,1356.662964,532.407043,300.110657,1089.398926,246.849228,316.664825,1070.881714,593.901123,295.611206,794.004822,185.512253,296.67099,722.31897,572.367981,288.532257,545.418213,209.104523,278.706757,551.119995,305.87738,304.062469,527.051819,475.399323,299.168579,527.090454,603.362305,251.50705,448.809784,161.504471,235.772308,352.737335,156.865829,216.686249,100.963219,616.042725,206.072098,122.806053,554.57135,217.680252,108.208702,241.811142,240.366653,104.317619,167.028336,425.73233,49.57576,201.506729,149.141449,38.135517,622.76886,432.969177,51.348118,581.957275,159.215164,47.299168
133,482.381409,276.637512,1725.390625,408.442596,415.338318,1747.077026,314.358185,347.347565,1719.290283,362.738556,208.403473,1709.860352,601.204956,219.122772,1465.091919,395.751892,134.367569,1426.990723,664.669495,227.95932,1127.138916,723.445251,278.413361,869.552551,634.286499,404.518372,906.12323,200.901031,194.256836,1477.510864,128.557541,241.639709,1131.031128,66.204445,300.627014,876.505798,107.502403,444.766174,933.325806,386.701202,359.787506,1356.67627,532.260986,300.057953,1089.504272,246.753494,316.603577,1070.810303,593.817627,295.693085,793.996948,185.241882,296.837006,722.418518,572.335999,289.207611,545.484741,209.003098,279.058685,551.156189,305.7164,304.223877,526.736145,474.572906,300.714172,527.695557,603.612549,251.895294,448.407379,161.505341,235.893616,352.629974,156.868698,216.720306,100.926239,615.942017,206.043152,122.827362,554.541138,217.672134,108.225296,241.838623,240.428818,104.245705,167.043594,425.748413,49.611206,201.517624,148.729462,38.497612,622.777588,432.953674,51.345341,581.93457,159.22728,47.331741
134,482.453094,276.759338,1725.311157,408.578247,415.349091,1747.063354,314.469086,347.428589,1719.368652,362.835907,208.383728,1709.950439,601.134583,219.154114,1464.993164,395.592133,134.426849,1427.063843,664.682617,228.104355,1127.026245,723.471558,278.723602,869.531372,634.524902,404.968109,906.270203,200.829926,194.356903,1477.611328,127.944023,241.722183,1131.238647,65.671974,301.011108,876.72229,106.945374,445.308807,933.911804,386.666199,359.813171,1356.679443,532.164673,300.100403,1089.547363,246.559326,316.621552,1070.861572,593.743835,295.801514,794.138306,185.0224,296.978027,722.448059,572.266296,289.700592,545.480896,209.012619,279.340546,551.1203,305.615021,304.319763,526.621399,475.060333,300.756927,527.38855,603.693481,252.102905,448.36026,161.354111,236.095642,352.700623,156.892029,216.754379,100.902809,615.913635,206.138489,122.862694,554.527222,217.715103,108.287994,241.849716,240.449997,104.257179,167.032745,425.580109,49.505047,201.47261,148.729614,38.568703,622.791382,432.963043,51.345345,581.934937,159.252014,47.292938
135,482.525116,276.89093,1725.198242,408.68158,415.45578,1747.041626,314.574524,347.547424,1719.401978,362.753265,208.591599,1709.999146,601.103027,219.188568,1464.921265,395.462463,134.445068,1427.128662,664.600769,228.219345,1126.924438,723.582764,279.088898,869.568115,634.748047,405.415558,906.403564,200.699966,194.536026,1477.691162,127.452881,241.785599,1131.341919,64.931976,301.669464,877.148987,106.313713,445.914093,934.547546,386.588806,359.930939,1356.735352,531.999451,300.11911,1089.561157,246.43988,316.674469,1070.908447,593.538391,295.963989,794.008606,184.783752,297.154297,722.508118,572.282898,290.05545,545.388916,209.023315,279.580231,551.15033,305.479675,304.399078,526.601074,474.285156,302.79599,528.002258,603.41864,252.607758,448.256531,161.373367,236.241028,352.646057,156.888321,216.748032,100.913452,615.813965,206.118942,122.936417,554.509155,217.704193,108.272751,241.824265,240.41452,104.301178,166.981537,425.577698,49.545471,201.501404,149.125534,38.159718,622.826355,432.923035,51.338062,581.930298,159.228775,47.338245
136,482.516968,277.08783,1725.110718,408.833282,415.54483,1747.009766,314.690491,347.646027,1719.341553,362.763977,208.770187,1710.016357,601.023071,219.242661,1464.877441,395.412384,134.492371,1427.159424,664.630432,228.253967,1127.065674,723.867859,279.817017,869.324097,635.063293,405.785736,906.856689,200.638275,194.709732,1477.797607,127.121117,241.744873,1131.430908,64.230316,302.367035,877.548096,105.871475,446.31369,934.992737,386.565033,359.954132,1356.730591,531.795105,300.069946,1089.548828,246.354889,316.735382,1070.941406,593.503296,296.10553,793.917542,184.650955,297.328613,722.506226,572.356567,290.171509,545.451599,208.964951,279.723236,551.11145,305.602783,305.06604,526.444397,474.055634,303.904297,528.163574,603.321167,252.883484,448.258209,161.36731,236.408844,352.601257,156.896515,216.763626,100.914909,615.746094,206.169922,122.918747,554.494751,217.803818,108.295517,241.846542,240.466766,104.262299,167.044998,425.501678,49.520187,201.520538,148.748611,38.488239,622.806335,432.9422,51.320854,581.932312,159.225906,47.335804
137,482.6539,277.17395,1725.020752,409.001099,415.609833,1746.912231,314.813171,347.755798,1719.495483,362.823059,208.821335,1710.045044,600.99762,219.319229,1464.766968,395.333832,134.615158,1427.176636,664.679871,228.228867,1126.82959,723.742981,280.23111,869.344116,635.310303,406.202118,907.240295,200.560028,194.927032,1477.837646,126.707939,241.849747,1131.577271,63.464108,302.885773,877.788879,105.406776,446.84021,935.673767,386.552216,359.975067,1356.68335,531.71875,300.080597,1089.571411,246.183823,316.815063,1070.973999,593.365784,296.229095,793.856079,184.55748,297.431671,722.487122,572.264221,290.434265,545.482727,208.888092,279.873657,551.109985,305.526825,305.388611,526.525208,474.008362,304.505096,528.154053,603.338196,253.977356,448.613678,161.354507,236.486465,352.589142,156.909088,216.775589,100.896286,615.679199,206.229874,122.928421,554.466858,217.819611,108.341766,241.853622,240.463867,104.255043,167.08075,425.527008,49.448723,201.506607,149.092331,38.083164,622.818604,432.969574,51.341259,581.910645,159.261871,47.327038
138,482.663666,277.341522,1724.919922,409.14325,415.616821,1746.847656,314.95639,347.92337,1719.543091,362.930969,208.958008,1710.089844,600.916382,219.384445,1464.681641,395.152222,134.673599,1427.270264,664.676514,228.190018,1126.791016,724.013367,280.895782,869.354126,635.205444,406.793823,907.454956,200.471741,195.158371,1477.919922,126.179024,241.897537,1131.72937,62.728733,303.862793,878.147766,104.657669,447.633026,936.44873,386.471985,360.088196,1356.725342,531.570557,300.175385,1089.616577,246.089081,316.856049,1071.026001,593.354614,296.262573,793.933289,184.441666,297.563263,722.534973,572.144287,290.578522,545.402405,208.831955,280.012695,551.04364,305.487549,305.575409,526.596924,473.958435,304.829651,528.106445,602.909729,254.166504,448.833374,161.311935,236.592972,352.563019,156.79068,216.83046,101.05687,615.647461,206.255707,122.9804,554.399719,217.875793,108.435196,241.832718,240.481888,104.272018,167.103287,425.535858,49.435314,201.487289,149.190353,38.048054,622.781006,432.95813,51.323719,581.930054,159.264038,47.358425
139,482.792358,277.529114,1724.81897,409.319183,415.665558,1746.779297,315.051849,348.123718,1719.557373,362.88089,209.125565,1710.155518,600.799072,219.464401,1464.636963,395.02121,134.780334,1427.28833,664.649536,228.273529,1126.912964,724.041809,281.71048,869.246338,635.47522,407.632416,907.951172,200.376129,195.340897,1478.008301,125.464912,241.931793,1131.896973,62.029514,304.599457,878.443481,104.081902,448.181,937.150757,386.441223,360.181366,1356.683105,531.352051,300.346375,1089.68042,245.961334,316.841705,1071.021362,593.307068,296.318237,794.060913,184.376938,297.6297,722.505554,572.548401,291.933563,545.34729,208.760925,280.076416,550.988037,305.319092,305.695679,526.671631,474.03479,305.591187,528.133606,603.090332,254.895889,448.434601,161.260086,236.668182,352.562256,156.882965,216.846146,100.938622,615.337097,206.239502,123.166275,554.408142,217.886765,108.436798,241.849411,240.50206,104.277504,167.114975,425.550232,49.453167,201.500732,149.165802,38.077263,622.783203,432.957672,51.345879,581.931335,159.262848,47.360691
140,482.870605,277.653412,1724.709595,409.44812,415.90448,1746.728516,315.193237,348.384674,1719.553589,362.923492,209.349747,1710.205566,600.709778,219.472397,1464.675537,394.926819,134.897125,1427.274414,664.754333,228.127075,1126.717773,724.174744,282.525085,869.510742,635.777832,408.078918,908.402649,200.348953,195.442032,1478.034058,124.864563,242.001236,1131.980591,61.082092,305.814056,878.789673,103.549469,448.750427,937.810669,386.37146,360.304504,1356.657593,531.114868,300.550537,1089.783081,245.761505,316.875305,1071.076416,593.309448,296.331451,794.162598,184.32518,297.676666,722.483887,572.596191,292.676514,545.193176,208.663116,280.218628,550.901917,305.292847,305.870514,526.78125,473.884094,306.842041,528.521973,602.945984,255.4617,448.277252,161.241989,236.765015,352.569427,156.93219,216.821121,100.850143,615.417297,206.267609,123.083534,554.373047,217.920609,108.397331,241.906128,240.502594,104.211166,167.111313,425.459991,49.430244,201.484756,148.696442,38.51749,622.806763,432.951691,51.343254,581.905823,159.272934,47.395008
141,482.931915,277.881592,1724.631714,409.602173,416.313354,1746.612183,315.360962,348.663574,1719.595337,363.044495,209.60701,1710.299805,600.634705,219.633087,1464.50769,394.827087,135.034729,1427.351685,664.836426,228.022247,1126.655396,724.137512,283.499725,869.244141,635.889465,408.734314,908.964417,200.248535,195.630371,1478.110718,124.41716,241.994186,1132.028198,60.177361,306.725098,879.263611,102.929153,449.675476,938.817688,386.346405,360.473358,1356.647095,530.935425,300.682098,1089.815186,245.646194,316.912659,1071.109253,593.333984,296.374817,794.057495,184.210098,297.727081,722.555725,572.628601,293.157867,545.344604,208.562424,280.273956,550.879639,305.189514,306.0354,526.807922,473.815155,307.716797,528.869934,602.985046,256.261658,448.234009,161.198196,236.786469,352.525055,156.791428,216.842957,101.068161,615.351807,206.294159,123.139023,554.3479,217.987534,108.429001,241.911575,240.513855,104.205841,167.101456,425.421631,49.381378,201.471573,148.688553,38.566109,622.787109,432.964294,51.330097,581.929077,159.263031,47.362423
142,483.067108,277.892303,1724.635376,409.725342,416.735077,1746.505859,315.425415,348.9151,1719.611938,363.212524,209.769363,1710.459473,600.533997,219.692749,1464.478882,394.672333,135.219742,1427.329224,664.814087,226.929886,1127.466675,724.38446,284.130341,869.537598,636.234985,409.526337,909.604736,200.188187,195.785934,1478.177246,124.131409,241.92601,1132.071533,59.363228,308.206573,879.835815,102.450226,450.512848,939.998718,386.293884,360.582397,1356.61853,530.778015,300.597046,1089.806763,245.545975,316.875305,1071.095581,593.321411,296.539551,794.086365,184.097153,297.73587,722.531006,572.222778,293.713837,545.070496,208.49234,280.413422,550.898193,305.171204,306.134888,526.885803,473.695923,307.961975,528.718506,602.933472,256.579651,448.134369,161.160248,236.872345,352.477936,156.865265,216.817917,100.942757,615.306458,206.333374,123.181206,554.317139,217.997437,108.440659,241.983887,241.052292,103.884697,167.102692,425.532349,49.42046,201.499847,149.119064,38.0984,622.811951,432.963257,51.304768,581.906616,159.272919,47.393772
143,483.228912,278.129242,1724.603638,410.046173,417.045593,1746.311157,315.513123,349.184906,1719.666016,363.299133,210.08316,1710.604858,600.450012,219.82901,1464.433472,394.522064,135.333817,1427.471558,665.025391,227.459457,1126.756836,724.375488,285.135101,869.866638,636.574646,410.553925,910.247253,200.138062,195.977371,1478.266357,123.272224,241.675919,1132.299561,58.696808,309.394043,880.299622,101.866638,451.641876,941.298645,386.130737,360.816681,1356.588867,530.613403,300.623657,1089.949097,245.404831,316.848999,1071.071899,593.260498,296.601532,794.05072,183.974762,297.738312,722.558533,572.103516,294.367554,544.950928,208.372498,280.513824,550.853821,305.56012,306.39801,526.519226,474.056335,307.862976,527.892761,602.940308,256.925201,448.242157,161.099304,236.906769,352.474213,156.870102,216.868576,100.960831,615.158203,206.296661,123.200867,554.211548,218.127686,108.403961,241.90126,240.684891,104.152473,167.059326,425.394958,49.419395,201.487259,148.744415,38.436752,622.805847,432.94339,51.320286,581.903992,159.273056,47.397369
144,483.288727,278.469543,1724.434692,410.0867,417.416687,1746.212891,315.60318,349.552612,1719.654297,363.516998,210.441071,1710.706787,600.378296,219.97937,1464.364502,394.36557,135.452179,1427.489014,665.077148,227.70961,1126.390503,724.493347,286.233459,870.174255,636.798218,411.423889,911.174561,200.051834,196.229431,1478.300293,122.424622,241.377838,1132.594849,57.767456,310.846191,881.091248,101.477592,452.485565,942.690674,386.167877,361.046997,1356.581177,530.401184,300.630676,1089.816284,245.266312,316.84671,1071.110352,593.252808,296.514343,794.094849,183.865646,297.707642,722.540588,571.996155,294.883667,544.982666,208.209061,280.595642,550.871521,305.537994,306.41684,526.470093,474.138977,308.545044,527.881653,603.037476,256.970001,448.074524,161.02919,237.0177,352.482452,156.73085,216.842606,101.108307,615.135986,206.298584,123.284027,554.22229,218.15361,108.407166,241.990524,240.946762,103.878853,167.043243,425.421692,49.421669,201.480484,149.117859,38.136543,622.794556,432.969543,51.329002,581.904663,159.27298,47.396469
145,483.469727,278.986816,1724.23877,410.122009,417.728882,1745.901611,315.667603,349.987061,1719.651978,363.7052,210.79039,1710.800415,600.287109,220.077393,1464.379395,394.270111,135.661224,1427.553955,665.049683,227.41568,1126.498413,724.697754,287.103333,870.116699,637.132751,412.239624,912.099854,199.919556,196.483414,1478.401489,121.854225,241.260681,1132.659912,56.707325,312.605103,881.685852,100.611511,453.519257,944.085693,386.036499,361.335205,1356.583496,530.341553,300.544434,1089.705688,245.123505,316.812744,1071.109619,593.264832,296.585999,794.196167,183.682556,297.712616,722.604736,571.984985,295.420441,545.108643,208.06665,280.751617,550.875488,305.56134,306.426025,526.439514,473.897888,309.974701,528.529602,603.008423,257.157471,448.07309,160.97673,237.069397,352.477417,156.879501,216.883591,100.949211,615.081909,206.373108,123.271118,554.165039,218.19899,108.413033,241.890305,240.658508,104.141594,167.062469,425.484344,49.433548,201.497528,148.755249,38.497295,622.835327,432.957367,51.301559,581.904846,159.272995,47.396255
146,483.657959,279.616638,1724.109253,410.198547,418.352081,1745.682251,315.738312,350.457855,1719.699585,363.854065,211.154709,1710.878906,600.24353,220.249161,1464.308716,394.181946,135.818069,1427.644897,665.229126,227.124512,1126.476929,725.032532,288.255463,870.494202,637.112854,413.380951,913.325256,199.85054,196.799225,1478.44458,121.32637,241.239059,1132.682495,55.967243,314.162506,882.082581,99.965424,454.680206,945.677185,385.924683,361.548126,1356.557251,530.23053,300.450012,1089.721069,244.999908,316.703125,1071.063599,593.262817,296.694702,794.144592,183.576706,297.705536,722.628174,572.194885,296.149811,545.28009,207.853958,280.832764,551.019653,305.52121,306.436035,526.41449,473.736542,311.089722,528.888855,603.007935,258.209045,448.441925,160.906036,237.204453,352.448395,156.744934,216.880646,101.079811,615.008484,206.37027,123.28083,554.156433,218.251312,108.445641,241.938675,240.626404,104.127113,167.049072,425.437561,49.502041,201.478622,148.716385,38.543365,622.822693,432.97583,51.324474,581.926575,159.304398,47.390854
147,483.77652,280.117249,1724.017212,410.254059,418.955109,1745.406738,315.840363,350.952423,1719.680542,363.938904,211.563309,1711.028564,600.115295,220.464203,1464.328979,394.031311,136.028854,1427.804565,665.304443,226.784012,1126.505127,725.219055,289.652802,871.090881,637.333984,414.147827,914.566284,199.715378,197.080841,1478.498535,120.510109,241.049484,1132.773438,55.029118,316.089355,882.621887,99.45903,455.94928,947.418152,385.852692,361.76416,1356.525269,530.193604,300.20108,1089.609253,244.870605,316.59433,1071.028564,593.264709,296.650482,794.209106,183.507401,297.683167,722.611389,572.427429,297.189636,545.175903,207.743454,281.092499,550.901733,305.45462,306.375061,526.401978,473.788422,311.343872,528.47168,602.975403,258.763824,448.487335,160.81749,237.319489,352.405731,156.790741,216.864868,101.006401,614.98822,206.360535,123.385498,554.118164,218.332428,108.45192,241.978409,241.399323,104.16806,167.037628,425.459564,49.453846,201.470383,149.083893,38.11961,622.835632,432.957306,51.30167,581.90271,159.381012,47.458504
148,483.936554,279.476013,1724.361694,410.34259,419.397766,1745.158569,316.041046,351.400665,1719.570801,363.972748,212.109512,1711.213745,600.03064,220.671906,1464.289917,394.040497,136.310867,1427.925293,665.597412,226.494476,1126.522949,725.371155,290.702515,871.279541,637.991333,415.378174,915.834473,199.693924,197.307495,1478.529053,119.671211,240.702927,1132.924194,53.89867,317.980743,883.406006,98.618484,457.224487,949.267761,385.719421,361.995178,1356.473877,530.192444,299.903015,1089.463501,244.699631,316.597473,1071.042236,593.202515,296.674469,794.299988,183.253708,297.69519,722.652527,572.453979,297.350372,545.174377,207.530441,281.308197,550.8797,304.590973,308.17334,527.880127,473.891205,311.617035,528.228638,602.935181,259.174469,448.527954,160.70993,237.532059,352.411469,156.839752,216.867615,101.008942,614.950867,206.347183,123.467377,554.015564,218.371765,108.494514,241.899078,241.013321,104.381195,167.026779,425.445313,49.503567,201.521851,149.179306,38.039055,622.836243,432.956177,51.300518,581.903137,159.27652,47.399857
149,484.136993,280.700012,1723.997681,410.400513,419.924011,1744.849121,316.085358,351.754608,1719.608154,363.96582,212.69606,1711.373291,599.885071,220.947556,1464.265015,393.929413,136.632706,1428.030518,665.924377,226.006149,1126.578979,725.561768,292.378204,871.6073,638.264771,416.791718,917.050049,199.689545,197.569427,1478.585571,119.096542,240.456955,1132.896484,53.119995,319.991791,884.179443,97.955116,458.757904,951.338379,385.572662,362.253265,1356.398071,530.237854,299.543182,1089.281494,244.57193,316.423096,1071.009155,593.105286,296.786011,794.292725,182.973267,297.68924,722.650513,572.492249,297.41452,545.169189,207.374207,281.486633,550.779968,304.247162,308.557983,527.877808,473.848938,312.230591,528.255127,602.862854,259.529541,448.380096,160.591888,237.755386,352.353668,156.894562,216.905777,100.898796,614.879761,206.364532,123.475021,553.976257,218.437119,108.503716,241.85849,240.967133,104.431763,167.035583,425.437408,49.468441,201.48056,148.75798,38.531754,622.83606,432.956512,51.300861,581.905151,159.270981,47.394989
150,484.161163,281.866058,1723.699463,410.461731,420.487335,1744.58606,316.111908,352.415009,1719.534546,364.096802,213.278519,1711.422607,599.818787,221.215683,1464.218628,393.88739,136.9245,1428.138794,666.583069,225.165665,1126.827515,725.761169,294.246796,872.002197,638.672119,417.983978,919.116211,199.705551,197.803192,1478.589966,118.242386,240.28186,1133.029297,52.127495,322.292358,885.163025,97.323479,460.170105,953.46936,385.389343,362.57428,1356.343018,530.171204,299.139526,1089.058838,244.509766,316.285797,1070.973633,593.004456,296.970978,794.204102,182.592789,297.676666,722.656311,572.577087,297.487732,545.128662,207.106796,281.792389,550.73291,303.947205,308.776886,527.549744,473.7742,313.145447,528.300781,602.884216,259.916473,448.263306,160.503845,237.985031,352.298615,156.604385,216.882767,101.228172,614.923462,206.466934,123.47216,553.95105,218.488937,108.582161,241.867142,241.119308,104.48188,167.012466,425.44754,49.521835,201.518875,148.72261,38.52961,622.83606,432.956543,51.300896,581.904907,159.272858,47.396099
151,484.21048,282.641571,1723.598877,410.542999,421.366302,1744.34436,316.175385,353.106171,1719.489746,364.220551,213.8992,1711.518799,599.706177,221.439499,1464.190186,393.864227,137.122833,1428.249756,666.903259,224.527756,1126.758179,726.031067,296.047913,872.296448,638.989197,419.149902,920.592834,199.767532,198.014236,1478.660034,117.311241,240.137238,1133.237427,50.667309,324.670532,886.218933,96.418716,461.854767,955.794189,385.227966,362.741119,1356.228394,530.229309,298.762268,1088.81311,244.393082,316.18045,1070.983887,592.912109,296.965698,794.160645,182.248337,297.638031,722.621948,572.364624,297.751404,544.918762,206.8535,282.067322,550.690796,303.791626,308.932404,527.366089,474.083191,313.719879,528.040283,603.105225,260.065796,447.614227,160.433395,238.154617,352.283356,156.891815,216.968643,100.803505,614.830627,206.459656,123.526543,553.956726,218.522324,108.542191,241.994553,241.292435,104.052986,167.015701,425.448517,49.489479,201.538361,149.131027,38.058941,622.83606,432.956543,51.300888,581.895752,159.576645,47.575962
152,484.206329,283.325043,1723.545776,410.641815,422.030212,1744.085815,316.09729,353.65683,1719.440918,364.391388,214.394272,1711.625732,599.712219,221.706436,1464.184937,393.847778,137.35817,1428.371582,667.227783,224.030411,1126.637573,726.208679,297.945831,872.878601,639.278442,420.723267,922.419556,199.783875,198.322342,1478.684448,116.631371,239.702393,1133.52478,49.655678,327.133606,887.076782,95.59845,463.55423,958.477539,385.144135,362.91745,1356.130737,530.228821,298.451019,1088.679199,244.238617,316.091736,1070.991577,592.82782,296.954712,794.318359,181.797241,297.651764,722.652893,572.292236,297.901703,544.719421,206.598434,282.43219,550.715881,303.624939,308.833008,526.916138,474.293518,313.979034,527.807678,602.84845,261.009094,448.169769,160.361359,238.343979,352.263794,156.618851,216.893265,101.198868,614.753357,206.430573,123.612144,553.919434,218.584869,108.561165,242.014862,241.351501,104.010117,167.007706,425.487274,49.512577,201.522812,148.70314,38.452835,622.83606,432.956543,51.300888,581.901611,159.284973,47.405228
