,tempe_D,,,front,,,tempe_G,,,occiput,,,epaule_D,,,dos,,,coude_D,,,poignet_int_D,,,poignet_ext_D,,,epaule_G,,,coude_G,,,poignet_int_G,,,poignet_ext_G,,,sternum,,,hanche_D,,,hanche_G,,,femur_D,,,femur_G,,,genoux_ext_D,,,genoux_ext_G,,,genoux_int_G,,,genoux_int_D,,,tibias_D,,,tibias_G,,,cheville_ext_G,,,cheville_ext_D,,,cheville_int_D,,,cheville_int_G,,,orteil_G,,,talon_G,,,orteil_D,,,talon_D,,
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
249,112.264893,-53.799614,1686.578857,41.286659,42.082188,1696.396118,-67.941833,-52.897152,1684.721069,3.10839,-173.325668,1691.687622,198.966034,-218.691101,1439.133423,-11.234462,-284.385773,1420.147217,276.069061,-239.510941,1115.371338,325.78894,-210.153229,847.951416,262.967987,-66.347336,870.164612,-218.674255,-205.107849,1453.310425,-313.595642,-125.937706,1149.25061,-375.261658,42.71703,923.026062,-314.005188,138.761856,1035.552002,-8.278757,-66.582527,1353.825073,142.139633,-123.719429,1068.838379,-144.891327,-113.157555,1072.773804,190.889191,-61.39822,785.29126,-169.125824,-200.405441,680.984558,144.390945,29.891092,552.144958,-128.444901,-243.6763,531.316101,-12.147264,-271.499298,535.162354,39.978325,40.185493,531.033997,167.722595,61.333435,446.850647,-149.093491,-355.550659,338.345001,-110.351219,-453.740509,127.017784,162.148621,150.575485,119.131111,83.280785,185.862564,145.660248,-27.779783,-431.699677,146.170166,-59.839642,-264.791077,50.031284,-67.999649,-532.995117,98.141426,138.008743,376.151642,162.793503,120.370293,127.759468,38.759163
250,113.702522,-41.762615,1685.634888,42.632721,53.850288,1695.791748,-66.710251,-41.248779,1683.614868,4.966064,-161.51593,1690.341919,200.784256,-206.144852,1437.666992,-9.162506,-271.784576,1418.675293,277.42868,-226.152817,1113.470093,326.925629,-197.16748,846.308411,263.929504,-53.236626,868.123352,-216.617294,-193.171478,1452.033081,-311.208588,-114.654068,1147.702759,-373.463135,52.815662,920.895691,-312.578583,149.625687,1032.88855,-6.512625,-54.013672,1352.598755,144.035492,-109.935333,1067.763428,-144.43042,-97.147774,1072.793091,192.893616,-45.974289,785.622375,-167.742599,-186.682602,679.562866,145.588898,43.721313,550.293884,-127.964882,-229.744553,529.62738,-11.703281,-257.161865,533.436523,41.485348,55.519531,531.408264,167.382645,74.123451,444.392242,-149.106445,-346.230438,339.404266,-110.770279,-450.220947,130.397079,161.552414,154.668243,115.489693,82.111443,190.139252,140.619232,-28.160374,-427.65564,149.484573,-59.812958,-264.685608,49.946945,-68.253304,-530.341125,103.823425,134.00563,381.574341,150.979019,120.665627,127.623497,39.215168
251,115.288757,-29.442924,1684.907715,43.831249,65.820343,1695.303101,-65.090317,-29.557877,1682.758911,6.705303,-149.692963,1689.120972,202.730591,-193.742523,1436.415771,-7.135818,-259.011139,1417.249512,278.77475,-212.503159,1111.942993,328.147491,-183.852539,844.829407,265.241302,-39.793125,866.415833,-214.617615,-181.258041,1450.92749,-308.422424,-103.743782,1146.285034,-371.177155,61.990196,918.348633,-311.216888,160.107224,1029.901001,-4.703081,-41.449932,1351.711792,145.783142,-95.743439,1066.812622,-143.430145,-82.035309,1072.456055,194.741638,-30.134596,786.000061,-166.467941,-172.11087,678.597168,145.430313,57.994278,549.554565,-127.735947,-215.219147,528.376831,-11.576818,-242.09671,531.706787,43.507877,70.565269,531.705139,166.812012,86.398438,441.784515,-149.034134,-336.097015,340.80426,-111.551575,-446.505737,134.483566,160.182739,158.782303,112.369629,80.791168,194.46608,136.384018,-28.902889,-423.167603,152.855789,-59.838619,-264.604126,49.789471,-69.398102,-527.19812,110.746284,130.789505,387.786407,139.2164,120.526581,129.375168,40.071442
252,116.697441,-16.994616,1684.508667,44.827919,78.203049,1694.979492,-63.694534,-17.722052,1681.990356,8.381897,-137.71582,1688.408325,204.865784,-181.085678,1435.387573,-4.983027,-246.325012,1415.937988,280.007904,-198.80101,1110.619873,329.177399,-170.312332,843.526123,266.173096,-26.356091,864.840454,-212.455048,-169.370392,1449.942139,-305.732086,-92.870049,1145.012207,-368.672913,70.755745,915.631287,-309.632324,169.9431,1026.581055,-2.698204,-28.440094,1351.474487,147.647354,-81.264824,1066.278809,-141.261505,-67.704857,1071.641479,196.358368,-14.466194,786.302917,-165.40181,-156.831497,677.297852,144.139786,72.165443,549.252625,-127.612183,-199.346313,526.776306,-11.608502,-225.802902,530.124329,45.6343,84.350792,531.844971,166.61084,97.937225,439.76947,-148.906097,-325.634216,342.126465,-112.4039,-441.892822,139.141205,158.680176,165.350876,110.806641,79.782341,202.468811,133.637711,-29.970638,-418.139069,156.523026,-59.884453,-264.417755,49.780319,-70.580269,-523.173401,117.747047,128.028458,395.934082,128.589966,120.212296,132.632477,42.121723
253,118.165611,-4.337541,1684.435913,45.797215,90.698296,1694.812256,-62.34087,-5.721714,1681.635498,10.16351,-125.581558,1688.226074,207.047165,-168.381638,1434.491211,-2.553966,-233.688248,1415.144531,281.551331,-185.068451,1109.504883,330.541412,-156.406937,842.309448,267.227692,-12.569869,863.493469,-210.219238,-157.450714,1449.07251,-302.858307,-82.376427,1143.803833,-366.52533,78.905075,913.128906,-308.219604,179.697128,1023.039246,-0.848004,-15.605815,1351.171631,149.798813,-66.642059,1066.278687,-139.309372,-53.30468,1071.338867,196.879593,0.936062,785.954041,-164.428482,-140.673325,676.690735,143.700745,85.134186,548.798645,-127.586769,-182.815994,525.453491,-11.677761,-208.38475,528.543091,46.128906,96.163269,531.288513,166.878815,108.969818,438.454407,-149.206573,-313.96051,343.891022,-113.265373,-436.132996,143.781479,158.663696,174.473099,109.980019,79.109985,210.972076,130.720856,-31.300875,-411.196594,161.112656,-59.80703,-264.177277,49.606674,-70.664703,-518.607361,126.437775,125.926086,403.858337,118.415581,120.185104,136.655258,44.681824
254,119.583031,8.410384,1684.584839,46.987175,103.392853,1694.991455,-60.831326,6.273818,1681.651489,12.335747,-113.336708,1688.447754,209.267532,-155.474854,1434.081787,-0.204091,-220.837463,1414.578491,282.843079,-170.984741,1108.831787,331.679688,-142.421417,841.579102,268.188416,1.501944,862.529602,-208.09404,-145.568909,1448.458618,-299.824249,-71.827263,1142.754639,-363.86319,86.320442,909.987793,-306.660004,188.986984,1019.068298,1.163068,-2.698509,1351.623413,151.586899,-51.700432,1067.280884,-137.146408,-38.332542,1071.162109,197.168045,16.348637,785.551086,-163.442429,-123.855797,676.000427,144.856827,96.509285,547.62616,-128.030029,-164.62851,524.382751,-12.381094,-190.284683,526.941895,45.418819,106.470795,530.404236,167.30661,120.838295,437.94751,-149.49855,-300.942017,346.346222,-114.426712,-429.275665,149.638138,159.299896,182.327072,108.917572,78.970917,217.716309,127.910492,-31.807905,-402.936707,166.11087,-59.602165,-263.737335,49.563847,-70.82354,-511.993011,136.202988,123.459244,409.651001,108.031029,120.787468,139.908142,46.664959
255,121.035973,21.33927,1685.091675,47.955502,115.796066,1695.002197,-59.251621,18.375969,1681.709473,14.342847,-100.923409,1689.002808,211.517288,-142.470474,1434.084106,1.859481,-207.879059,1414.120605,284.464081,-156.657578,1108.20752,333.143768,-128.249985,841.09082,269.204193,15.581596,861.982056,-205.759598,-133.822174,1448.071899,-296.481567,-61.344391,1141.915649,-361.316376,93.412918,907.229553,-305.066956,197.770645,1015.014648,3.322409,10.419039,1352.552979,153.438812,-36.975948,1068.021851,-135.028717,-23.195045,1071.589355,197.955612,32.336025,785.333374,-162.71138,-105.979622,675.402649,146.064041,108.63163,547.100586,-128.958374,-144.702927,522.801575,-13.805473,-170.826797,525.334473,45.004292,116.447472,529.375977,167.733841,133.778717,437.715302,-150.347351,-287.073944,348.685944,-115.307106,-421.175232,156.144165,159.317368,187.388275,107.438766,79.001839,222.254623,124.949501,-33.096119,-393.566498,171.366882,-59.569099,-263.261505,49.451935,-71.880432,-503.823883,147.149261,121.233177,414.465271,97.80481,121.491943,142.129654,47.765556
256,122.49511,34.232651,1685.640503,48.992634,128.648346,1695.417358,-57.878414,30.423058,1682.100464,16.389519,-88.343102,1689.605835,213.839691,-129.683258,1434.432251,4.346272,-194.907135,1414.185303,286.113861,-142.073212,1108.211792,334.023956,-113.932587,841.102234,270.059479,29.929619,861.815674,-203.394928,-122.013535,1447.922974,-293.138062,-51.25959,1141.232544,-358.798004,99.897758,904.684021,-303.309052,205.956879,1010.711609,5.106653,23.512648,1353.648438,155.046722,-22.529892,1069.380859,-132.296539,-8.301582,1071.983276,199.098099,47.71582,785.298584,-162.084854,-86.622971,674.634949,147.176071,122.68,547.855225,-129.908737,-122.912094,520.96283,-15.456397,-149.888306,523.775024,45.270393,127.367073,529.186768,168.343948,146.96344,437.837372,-151.039063,-271.760284,351.616486,-117.918304,-411.939331,163.933121,159.239105,191.460907,106.462532,78.928314,226.494919,123.440598,-34.697075,-382.699768,176.76387,-59.94804,-262.956177,48.915909,-72.327812,-494.454803,159.578156,119.716652,418.333496,88.660545,121.796379,143.935944,48.910606
257,123.834137,47.13866,1686.614746,49.707642,141.304489,1696.126099,-56.485607,42.58012,1682.801147,18.270292,-75.680626,1690.617676,216.161652,-116.749779,1434.937378,6.850103,-182.15596,1414.550293,287.613037,-127.426407,1108.486328,335.25824,-99.182655,841.252869,270.945313,44.62936,862.125854,-200.98288,-110.154602,1448.211914,-289.636169,-41.220764,1140.79834,-356.099976,105.618355,901.827026,-301.553436,213.946625,1006.347961,7.056903,36.537178,1354.401367,157.082458,-8.775481,1070.68396,-130.232742,6.703572,1073.135986,200.351761,61.964172,785.171631,-161.337387,-65.966187,673.4823,147.661591,137.512054,549.369812,-131.400757,-99.265533,519.137634,-17.231869,-126.970291,521.505493,46.225948,138.884613,530.104675,168.945023,159.925766,438.525574,-152.465958,-255.331802,354.981476,-119.706757,-399.80661,172.079681,159.650406,195.089142,106.113487,78.901833,230.374222,122.392189,-37.099846,-370.255981,182.222061,-60.240074,-262.416595,48.355213,-73.398499,-481.277252,173.26384,119.383751,420.915771,82.117218,121.851021,145.215942,49.702168
258,125.219383,60.32399,1687.936035,50.833687,154.122711,1697.135864,-54.910496,54.832088,1683.806763,20.125126,-63.202976,1691.898926,218.193665,-103.535339,1435.650635,9.263077,-168.878815,1415.074097,289.341827,-112.443718,1108.913086,336.28067,-84.152847,841.770447,271.832703,59.270679,862.613037,-198.462265,-98.441513,1448.649048,-286.133881,-31.280865,1140.642456,-353.375549,110.956512,899.09491,-299.837646,221.395279,1002.021729,9.1813,50.020203,1356.029297,158.921173,4.628423,1071.956787,-128.333618,21.409023,1074.143188,201.808884,75.395699,785.450439,-161.244308,-44.616447,672.678467,148.291183,151.605972,551.07782,-133.394852,-74.779854,517.437439,-19.754492,-101.732948,517.92804,47.655357,149.806778,531.253967,170.185471,171.397827,439.152466,-154.015488,-236.229858,358.018982,-121.588989,-386.647583,180.520142,160.075027,197.807495,105.983368,79.094032,232.730286,121.731934,-38.970993,-356.706482,189.088226,-60.232319,-261.549988,47.790833,-75.095642,-467.675323,188.052124,119.48822,422.405029,77.050018,122.061279,146.383163,49.979099
259,126.411476,73.320816,1689.325073,51.621971,167.021912,1698.242554,-53.559807,67.025162,1684.838013,21.865202,-50.772243,1693.383789,220.438232,-90.154892,1437.002319,11.509082,-155.560883,1415.721313,290.825653,-97.431694,1109.876099,337.458313,-69.029167,842.666931,272.684723,74.213707,863.551819,-196.253403,-86.546593,1449.317871,-282.147125,-21.385794,1140.505371,-350.40564,115.490379,896.715332,-298.055664,228.623322,997.304138,10.795162,62.74646,1357.02063,160.723755,17.504721,1073.924438,-125.885231,35.25705,1075.208374,203.747849,88.680878,786.756104,-161.213287,-22.140079,671.536621,149.403366,164.271194,552.43512,-135.425003,-49.220745,515.311951,-21.934633,-75.191376,514.796692,49.710453,160.950394,533.04834,171.448288,182.083771,440.073029,-155.507965,-214.657562,361.014252,-123.353912,-371.849091,189.602325,160.62648,199.614746,105.756226,80.021561,235.174377,121.391243,-40.618034,-341.69812,196.24173,-60.027527,-260.467957,47.334332,-76.943336,-451.187714,204.32608,119.920776,423.969299,72.499626,122.296219,147.294357,50.935703
260,127.834427,86.392647,1690.749146,52.490448,179.690277,1699.544434,-52.325188,79.253563,1685.942871,23.628281,-38.171379,1694.594604,222.620636,-76.97419,1438.35791,13.671506,-142.456497,1416.746094,292.91449,-82.504013,1111.272949,338.743164,-53.670063,843.911499,273.680908,89.385307,864.838989,-194.019287,-74.482658,1450.300293,-278.528564,-12.091671,1140.646362,-347.291443,119.626534,894.055847,-296.131622,235.348007,992.595398,12.812511,75.899673,1358.559326,162.81749,30.225452,1076.696045,-123.834824,48.398029,1075.641357,205.662003,101.094627,788.166138,-161.375839,1.006376,670.619568,151.132996,175.924744,553.670532,-137.354538,-22.426867,513.377869,-23.533319,-47.23315,511.914734,51.983204,171.688858,534.66272,172.895355,191.57074,440.105194,-156.899719,-191.15033,363.676575,-124.641022,-354.719788,199.090652,161.302795,201.860535,105.46228,80.643753,237.110336,120.894035,-41.96014,-323.929626,203.799667,-59.944626,-258.726166,46.822983,-77.396431,-430.086945,222.494217,120.46624,425.069824,68.050179,122.671417,147.886398,51.663975
261,128.763763,99.466499,1692.26001,53.413654,192.671585,1700.952515,-51.168312,91.52079,1687.09314,25.390867,-25.616821,1695.698486,224.458008,-63.399048,1439.745361,15.672452,-129.259842,1417.853394,294.497772,-67.306358,1112.530396,340.188629,-38.16367,845.131958,274.814575,104.727478,866.606384,-192.061386,-62.313843,1451.558716,-274.649139,-2.670254,1140.900513,-343.809509,123.081421,891.663025,-294.558319,241.389511,987.761963,14.473588,88.737175,1359.594604,164.310486,43.988083,1080.82605,-121.85141,60.744198,1076.307983,207.279877,113.24247,790.657898,-161.717575,24.764938,669.494202,152.93959,186.286255,554.42926,-138.539291,4.753659,511.626007,-24.481241,-19.136147,509.152985,54.256863,182.430008,536.250916,174.776825,200.166153,440.45871,-157.677109,-167.078369,366.480255,-125.460526,-335.312592,208.715744,162.065811,203.702911,105.190964,81.394585,239.483719,120.450378,-42.842484,-304.856781,211.061615,-60.394775,-254.901642,46.700096,-77.954697,-407.443787,239.453903,121.193703,426.064392,64.042702,122.890854,148.155975,52.09388
262,129.892181,112.416573,1693.49707,54.044346,205.276306,1702.478027,-50.225872,104.000168,1688.108521,26.807909,-12.946568,1696.564819,226.232269,-49.837444,1441.327026,17.521847,-116.131348,1419.094116,296.32077,-52.482555,1113.750366,341.67923,-22.11622,846.466248,275.75296,120.433777,868.299133,-190.384232,-50.179138,1452.936401,-270.94635,6.69423,1141.325073,-340.51239,126.404816,889.307007,-292.921295,247.230423,982.820313,15.744363,101.33889,1360.549805,165.711578,55.825741,1082.897461,-120.066238,72.903862,1076.747559,209.786469,125.008636,792.568604,-162.358551,48.515663,668.978271,155.144516,195.828339,554.622559,-139.506409,32.463146,510.735352,-25.250067,9.398878,506.946259,56.335403,192.320587,536.507324,176.615189,208.2892,440.334167,-158.382675,-142.000031,369.779938,-125.929695,-314.198822,218.197617,163.107071,205.500931,105.211716,82.364326,241.37709,120.047615,-43.539558,-284.085999,218.627762,-60.967697,-248.312378,46.435463,-78.994957,-382.666565,256.565308,122.035995,426.698425,60.347321,123.221428,148.692398,52.341961
263,130.606323,125.346893,1694.63147,54.64167,218.315506,1704.09314,-49.184429,116.465668,1689.177734,27.79109,-0.091756,1697.427368,227.794327,-36.133217,1442.67041,18.958775,-102.768311,1420.017456,297.957489,-37.483063,1115.20752,343.434814,-6.030372,848.031677,276.722351,136.325958,870.214417,-189.039551,-37.929665,1454.185425,-267.13974,15.715751,1141.528198,-336.776764,129.350067,886.90033,-291.132111,252.960983,978.057861,16.908955,114.129089,1361.404541,167.202072,67.764656,1084.766479,-118.592834,84.461617,1076.955078,211.856232,136.11171,794.474915,-163.235535,72.074615,668.314331,156.929565,204.64183,554.591858,-140.467575,60.366676,510.379761,-25.655825,38.049561,504.79715,57.571239,200.732986,536.405945,177.866821,215.889847,439.849091,-158.801804,-116.395485,373.510712,-126.022026,-291.958771,227.401733,163.488708,207.275955,104.91172,82.616158,242.864792,119.347649,-43.753258,-262.483826,226.550491,-61.995533,-240.39473,45.285557,-78.489838,-355.53006,271.595276,122.523735,426.761993,57.934788,123.24955,149.33963,52.770088
264,131.424011,138.516434,1695.893433,55.209015,231.091141,1705.426758,-48.433578,129.060638,1690.285522,29.000957,12.655005,1698.389038,229.086029,-22.090405,1444.073975,20.421928,-90.67215,1421.62146,299.662048,-22.500984,1116.595947,344.693481,10.518139,849.201599,277.694733,152.436935,872.49115,-187.852249,-25.672626,1455.302734,-263.633453,24.72134,1141.482422,-333.270264,131.891388,884.535706,-289.343781,258.123627,972.801025,17.477903,126.754105,1361.993042,168.868881,79.619774,1086.780884,-117.364227,95.817589,1077.268799,214.413391,146.939926,795.818787,-164.827881,95.144157,668.406494,158.25882,212.68399,554.37738,-141.308945,88.133461,510.970306,-25.902668,66.2957,504.261688,58.499832,208.024185,536.331116,178.802933,222.770752,439.443512,-159.569946,-90.026848,377.653931,-125.893166,-269.654388,235.696335,163.457062,208.158615,104.782082,82.393425,243.472626,119.044357,-44.181671,-239.195328,233.833191,-63.396618,-231.370987,42.550091,-78.66394,-326.775177,285.95578,122.595146,426.430603,57.239239,123.560577,149.591705,52.906296
265,132.300629,151.853165,1697.138306,55.479538,244.143097,1706.824097,-47.914818,141.761429,1691.408325,30.132692,25.399466,1699.343384,230.11615,-8.262045,1445.399902,21.817646,-78.217323,1423.263306,301.553558,-7.349444,1117.809814,346.265594,27.379835,850.666504,278.580902,168.558594,874.619263,-186.801926,-13.897479,1456.476685,-260.252258,33.918175,1141.628052,-329.532074,134.354462,882.314148,-287.550934,263.427643,967.729187,18.40704,139.315094,1362.842041,169.92009,91.671516,1088.405396,-116.287628,106.800652,1077.466919,216.64325,157.631821,796.88623,-166.480759,117.465172,668.67749,158.910553,220.227356,554.205994,-141.936188,115.84864,512.405029,-26.220457,93.925301,505.421082,58.272034,214.269318,536.085632,178.784607,229.111832,439.362305,-160.259689,-62.792797,381.731293,-126.15078,-245.907074,244.255539,163.126907,208.533295,104.889542,82.102371,243.792557,119.015862,-44.669735,-214.552643,240.871948,-64.936081,-221.919571,37.783424,-77.373344,-299.117554,297.999878,122.169449,426.369293,55.938286,123.764694,149.676468,53.031853
266,132.614777,165.175217,1698.301636,55.731071,257.114929,1708.035522,-47.292992,154.491165,1692.61438,30.695255,38.552807,1700.467773,231.267776,5.915708,1446.830688,22.549932,-65.199059,1424.50769,302.987183,7.663949,1119.071533,347.952759,44.188625,851.929077,279.259186,184.969635,876.838623,-185.871902,-2.075487,1457.372803,-257.041107,43.01688,1141.581177,-325.880035,136.91333,879.798462,-285.771118,268.174622,962.233215,18.309286,151.355896,1363.398438,170.718933,103.11618,1090.068481,-115.318718,117.286522,1077.817139,217.556381,167.464996,797.148743,-167.608398,138.796539,669.672241,158.651489,227.188873,554.136536,-142.609131,143.039322,514.749878,-26.591829,120.978333,507.832214,58.591595,219.866165,536.269165,178.811478,234.339111,439.008545,-161.196487,-35.0093,385.730377,-126.251839,-221.527313,252.407593,162.594284,209.337997,104.952217,81.609276,244.46994,118.719711,-45.461647,-188.837082,247.343536,-67.071098,-211.111481,34.707523,-74.65535,-272.04129,307.160614,121.830574,426.346771,54.955765,123.40229,149.790863,52.973671
267,132.807419,178.490417,1699.406128,55.690826,270.520203,1709.090698,-46.99213,167.182083,1694.050171,31.484116,51.66898,1701.819824,232.17157,20.010931,1448.235596,23.928427,-53.585888,1426.496582,304.833771,22.852577,1120.26709,349.703461,60.762669,853.508057,279.514313,201.330872,879.351074,-185.097488,9.484532,1458.411499,-254.045898,52.309696,1141.658081,-322.380432,139.156448,877.635986,-283.680756,272.886261,957.037048,18.397049,163.874268,1364.1427,171.749969,115.159668,1091.975098,-114.244873,127.609985,1078.080444,217.70961,177.273087,797.157043,-168.404068,159.335449,671.36145,158.709335,233.513107,553.969238,-143.186371,169.736664,518.321411,-26.810431,147.747833,511.255463,58.383411,224.924118,536.408264,178.960556,238.950653,438.287109,-162.090179,-7.490707,389.520355,-125.595856,-197.001892,258.786285,162.042725,209.745956,105.098679,80.92659,244.787064,118.265717,-45.607407,-163.607452,251.493317,-70.186897,-189.889893,40.301605,-71.688065,-244.523621,313.541077,121.540939,426.204865,54.36647,123.72361,149.959091,53.143314
268,132.917328,192.074005,1700.742676,55.222103,283.383575,1709.99646,-46.804924,180.110565,1695.346802,31.865173,64.532173,1703.508057,232.572556,34.388847,1449.555664,25.270575,-41.283215,1428.551392,306.441254,38.162674,1121.831299,352.092407,76.563202,855.223999,279.943665,217.580368,881.745789,-184.48436,20.892668,1459.560791,-251.334061,61.851032,1141.778076,-318.827698,141.058228,875.542908,-281.727661,277.213562,951.849426,18.250067,176.08316,1365.467651,172.690308,127.125298,1093.324951,-112.919548,136.84494,1077.894775,217.716522,186.186508,796.926147,-168.416702,179.880096,674.243835,158.779327,239.013626,553.733276,-143.756821,195.507568,522.666443,-26.966784,174.190033,515.197205,58.290249,229.703476,536.424377,178.616974,243.027985,438.670624,-162.485458,19.444736,394.124756,-124.745888,-172.173416,265.625702,161.548447,209.920105,105.301758,80.138382,244.919724,117.954559,-45.090546,-136.663101,257.043549,-74.182091,-161.387711,46.489662,-68.341629,-219.964493,319.047668,121.202278,426.019653,53.932198,123.971313,150.234467,53.043098
269,132.742004,205.452057,1701.734375,55.111725,296.819855,1710.935669,-46.979809,193.156097,1696.63562,32.073296,77.960197,1705.089111,233.33989,48.26878,1451.572876,26.397697,-28.956802,1430.372925,307.954376,53.694939,1123.516724,352.730164,94.895538,856.926697,279.995605,233.87471,884.463745,-183.743378,31.826515,1460.50061,-248.779922,71.179489,1142.08313,-315.393463,142.813492,873.888245,-279.657928,281.341888,946.756042,18.25009,188.047501,1366.723633,173.656235,138.591415,1094.804199,-112.477165,146.18544,1078.94043,217.943878,194.756821,796.611206,-169.15657,199.221024,678.124634,159.015213,244.009079,553.41626,-144.620087,220.675873,528.074768,-26.965986,200.30217,519.30249,58.585205,233.965683,536.328796,178.708923,245.947296,438.370239,-162.316269,45.574764,399.556244,-123.265297,-147.006393,271.797485,161.129929,209.991379,105.389885,79.684288,245.035446,117.509254,-43.996769,-110.423988,262.601013,-77.286324,-128.251389,51.794964,-65.533463,-196.366119,321.842041,120.905014,425.956909,53.556057,123.828659,150.273895,53.06448
270,132.59137,218.909531,1703.049805,54.583538,310.309021,1711.890259,-47.137482,205.794037,1697.896118,32.379425,90.974236,1706.991333,233.810806,62.347691,1453.347412,27.404863,-16.716364,1432.34436,309.335571,69.043816,1125.283813,353.994995,111.79821,858.902771,279.773315,250.130219,887.121521,-183.098618,42.880032,1461.82312,-246.124619,79.90992,1142.527222,-311.954834,144.865189,872.643616,-277.480988,285.12149,941.876648,17.74197,199.969971,1367.917725,173.922577,149.97467,1095.970825,-111.236992,156.308594,1080.227295,218.662933,202.987701,796.42749,-170.308304,217.622025,682.752625,159.393036,248.740768,553.107788,-145.233307,244.817886,533.982788,-27.446201,226.041489,525.025146,58.436481,239.012268,536.96167,179.019241,248.804977,437.873657,-161.796173,70.347435,405.237701,-122.099602,-120.583092,276.270233,160.666367,210.106445,105.576248,79.541916,245.466888,116.879425,-42.36425,-84.040207,267.566528,-79.705025,-92.082321,56.110279,-63.358112,-173.037003,322.723785,120.773277,425.926392,53.219936,123.792488,150.244034,53.097088
271,132.218369,232.445709,1704.246216,53.815826,323.479462,1712.537231,-47.46434,218.667725,1699.269775,32.246017,104.300583,1708.63269,234.114517,76.121254,1455.422119,28.292818,-4.329773,1434.311768,310.670013,84.444336,1127.43457,355.201569,129.187988,861.250305,279.729889,266.338074,890.119385,-182.532928,53.901611,1463.103394,-243.850784,89.058479,1143.05188,-308.892456,146.43045,872.069092,-275.205109,288.792542,937.504333,17.43741,212.088867,1369.432983,175.202972,161.021088,1097.194336,-111.003273,166.645615,1082.12439,219.440506,210.730255,796.237854,-170.472717,234.9767,687.881592,159.89389,253.194458,552.725708,-145.621017,268.559296,540.102051,-27.457081,250.844254,530.377808,58.622059,244.479172,537.378662,179.354752,251.387955,437.780365,-160.977081,94.878693,411.473816,-120.915749,-93.35482,278.781433,160.199036,210.199707,105.756912,79.243889,245.430588,117.044281,-41.146999,-56.638584,270.307953,-81.36953,-53.974415,59.221924,-61.86573,-148.632721,320.943604,120.752892,425.918304,53.072411,123.666298,150.105194,52.937145
272,131.598038,245.74762,1705.490845,52.971634,336.833282,1713.350464,-48.133095,231.724701,1700.55127,32.175674,117.323418,1710.760986,234.402206,89.80928,1457.655151,29.171883,8.085579,1436.258545,311.762878,99.820107,1129.633301,356.539886,146.242584,863.771729,279.52951,282.474487,893.231262,-181.947159,64.802429,1464.557739,-241.373032,98.063499,1143.947266,-306.165314,148.070724,871.598633,-273.139709,292.271851,933.348389,16.932383,224.110626,1370.570435,176.104996,172.392273,1098.483398,-110.244339,177.172913,1084.177124,220.058701,218.080795,795.384827,-170.636398,251.550812,693.401428,160.43782,257.61673,552.376709,-146.053741,291.434784,546.576416,-27.554815,274.985199,536.343201,58.79253,250.553467,537.680176,179.535248,253.973511,436.979095,-160.010193,119.338539,416.714172,-119.732574,-65.134094,278.836456,159.849731,210.254562,105.923935,78.810455,245.653229,117.07547,-40.036411,-28.176458,271.389771,-82.372345,-14.876375,61.244671,-60.817135,-123.390182,317.253448,120.759216,425.879852,52.899311,123.669434,150.12822,52.938129
273,130.798386,259.345123,1706.728394,51.842518,349.921967,1714.106445,-48.885326,244.487106,1701.821289,31.681187,130.763367,1712.488403,234.631622,103.273109,1460.081543,29.993176,20.258291,1438.227783,312.550812,115.108429,1132.148804,357.641052,163.306152,866.34021,279.006256,298.724304,896.473022,-181.741684,75.83757,1465.956055,-239.187469,106.916397,1144.928101,-303.281342,149.790588,871.570801,-271.07901,295.783783,929.301636,16.465776,235.910629,1372.302734,176.972824,182.929214,1099.259766,-109.826691,187.915924,1086.683716,220.6362,226.492249,794.718018,-170.70488,266.857727,699.109192,160.766846,262.092682,552.204163,-146.348938,313.686615,553.150696,-27.561749,298.385193,542.543823,59.565956,253.178604,535.982544,180.049927,257.006012,437.132416,-159.130508,143.962158,420.610931,-118.925835,-36.338562,276.969543,159.637726,210.372437,106.028481,78.335075,245.922394,117.082733,-39.463921,0.855646,270.286499,-83.611809,24.951641,62.19376,-60.088634,-97.25029,311.694366,120.778671,425.902832,52.802311,123.69352,150.10611,52.879578
