,tempe_D,,,front,,,tempe_G,,,occiput,,,epaule_D,,,dos,,,coude_D,,,poignet_int_D,,,poignet_ext_D,,,epaule_G,,,coude_G,,,poignet_int_G,,,poignet_ext_G,,,sternum,,,hanche_D,,,hanche_G,,,femur_D,,,femur_G,,,genoux_ext_D,,,genoux_ext_G,,,genoux_int_G,,,genoux_int_D,,,tibias_D,,,tibias_G,,,cheville_ext_G,,,cheville_ext_D,,,cheville_int_D,,,cheville_int_G,,,orteil_G,,,talon_G,,,orteil_D,,,talon_D,,
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
274,129.836868,272.684357,1707.890625,50.343079,362.617096,1714.610107,-49.561481,257.019531,1703.032349,31.335554,143.578644,1714.348511,234.701233,116.692131,1462.353271,30.467518,32.163513,1440.452271,313.391602,130.483932,1134.405762,358.68042,180.647217,869.293518,278.528595,314.812439,899.862671,-181.453293,86.911362,1467.636963,-236.609039,115.873245,1145.905518,-300.519287,151.561218,871.6604,-268.881531,299.169891,925.991943,16.033649,247.841263,1373.916504,177.888947,193.511383,1100.312988,-109.508881,198.890793,1089.078369,220.540558,234.100388,794.427246,-171.092346,281.512421,704.782959,161.086975,265.92804,551.477722,-146.675842,335.177704,559.610535,-28.016808,320.372314,548.512634,59.800678,257.119476,535.490906,179.958267,260.294525,436.898407,-158.052811,168.842728,423.409576,-118.16925,-6.808915,273.299072,159.41156,210.527893,106.088982,77.953484,246.166641,117.014305,-38.805973,31.382349,266.707031,-85.03936,65.721161,62.428467,-59.215351,-70.194389,304.559875,120.77874,425.951233,52.648701,123.410561,150.833328,54.098286
275,128.809708,286.008301,1709.008301,49.112206,376.072845,1715.261353,-50.605221,269.872894,1704.028076,30.484188,156.827972,1715.820557,234.76799,130.07637,1464.587646,31.109423,44.41399,1442.151978,314.020508,145.523682,1136.84314,359.735779,197.804703,872.057434,277.907288,331.111115,903.466858,-181.325119,98.182961,1469.086304,-234.343094,124.198029,1146.710693,-297.644653,153.446869,872.238647,-266.873535,302.234009,922.560608,15.094098,259.430267,1374.968506,178.679077,204.434875,1100.952515,-109.045525,209.951141,1091.192383,219.834061,242.157104,794.612061,-171.242126,295.891602,709.790527,161.343536,270.231659,551.400024,-146.952713,355.855957,566.01947,-28.280794,342.757141,555.552246,59.91188,261.558533,535.845215,180.066742,263.361053,436.769836,-157.54628,193.380905,424.797363,-117.597778,23.220358,268.129517,159.181732,210.786713,106.222763,77.730583,246.402542,116.797569,-38.71159,62.117329,263.310699,-86.390984,107.748528,61.910248,-58.260609,-42.188446,295.402222,120.814743,425.930145,52.496731,123.301636,150.909042,54.179134
276,127.674789,299.29776,1710.104858,47.779282,389.016205,1715.977905,-51.771915,282.545258,1704.769409,29.839983,169.632019,1717.198486,234.58075,143.393646,1466.622925,31.467794,56.689865,1443.839111,314.816498,160.282364,1139.126343,360.261902,215.054611,874.794067,277.362122,347.360565,906.941162,-181.140823,109.340782,1470.507324,-232.242737,132.881607,1147.51709,-294.905029,155.397079,872.543762,-265.007446,305.618591,919.474854,14.833551,271.610596,1376.107788,179.80368,214.958694,1101.182373,-108.586746,221.062943,1093.366089,218.912079,250.04213,794.759399,-170.96817,311.395844,715.203796,161.607208,274.13736,550.899109,-147.233078,375.818329,571.985352,-28.676199,363.486267,561.606689,60.352444,265.441437,535.365417,180.520813,266.847168,436.405334,-157.158066,218.155212,424.992828,-117.402748,53.817104,261.823395,158.933136,210.992142,106.416519,77.427773,246.189072,116.608032,-38.610916,93.315598,258.980408,-88.677223,150.738586,61.801918,-57.904926,-13.336512,284.713013,120.786575,425.974915,52.39587,123.386383,151.011551,54.218559
277,126.369995,312.546326,1710.918091,46.146431,402.191345,1716.581543,-53.078838,295.102356,1705.280273,28.880709,182.615524,1718.196777,234.654846,156.372559,1468.898071,31.511694,68.980003,1445.212036,315.40329,175.111603,1141.277344,360.891876,232.4897,877.488953,276.451294,363.573853,910.212097,-181.023254,120.861549,1471.570068,-230.507462,141.236237,1148.38269,-292.115601,157.152573,873.199707,-263.214569,309.089355,916.661926,14.351787,283.676392,1376.924805,180.236069,225.373535,1101.695068,-108.453918,232.299667,1095.023315,217.455841,259.063019,794.475159,-170.085327,326.974182,720.614075,162.152847,278.201691,550.706116,-147.649765,394.704773,577.839844,-29.329454,382.833832,566.721252,60.445515,269.115082,535.105713,180.385498,269.55072,436.13739,-157.6521,242.724762,424.314941,-117.311096,84.599258,254.42514,158.721649,211.183945,106.549911,77.603394,246.504303,117.30349,-38.706894,124.841339,253.1642,-90.992027,194.901794,61.367588,-57.030724,15.976624,272.245422,120.816277,426.008118,52.285404,123.280212,150.98674,54.282959
278,125.064476,325.751038,1711.748535,44.45953,414.903839,1716.971924,-54.372921,307.647125,1705.848633,27.863869,195.467712,1718.938354,234.447845,169.505417,1470.46814,31.756033,81.21199,1446.327759,316.067688,189.908768,1143.093262,361.502594,249.887161,879.774475,275.905823,379.979126,913.770508,-181.167496,132.185089,1472.334473,-228.592789,150.103012,1148.876709,-289.645844,159.684921,873.628662,-261.591919,312.650024,913.613708,14.08818,295.88501,1377.939819,181.269806,236.198593,1102.082031,-108.225693,243.544403,1096.035034,216.702469,267.034637,793.760864,-169.609711,343.875763,725.893921,162.356598,281.957794,550.095276,-148.009567,412.912506,583.044922,-29.932926,401.248718,571.503784,60.904465,273.050598,535.14209,180.392899,271.99469,435.777588,-157.838303,266.972229,422.580627,-117.373619,116.361877,245.916077,158.50531,211.337723,106.690323,77.394531,246.591446,117.331856,-39.109436,156.899109,246.710815,-93.135849,239.896774,61.540794,-56.499592,46.268852,258.676025,120.874313,426.053558,52.091717,123.24556,150.982483,54.348736
279,123.488152,338.808258,1712.240601,42.641251,427.894806,1717.099976,-55.812828,320.201904,1705.946167,26.861931,208.233475,1719.289185,234.342499,182.49501,1472.039063,32.05978,93.295502,1447.366333,316.58963,204.434189,1144.629517,362.01413,267.178162,881.281433,275.060455,396.229279,917.044861,-181.103455,143.542709,1472.950928,-227.224594,158.658646,1149.066528,-286.869659,162.261871,873.939819,-260.325928,316.198364,910.479187,13.606844,307.703186,1378.124878,181.933899,246.847809,1101.96106,-107.761421,254.391098,1096.58606,215.993774,276.196625,793.393066,-168.606125,358.376038,730.359436,162.98233,285.787628,549.624878,-148.047989,430.341339,587.65802,-30.397932,418.518097,575.912354,61.401711,277.045013,534.512512,180.910172,274.541412,435.298584,-158.422226,290.92981,420.796021,-117.657188,148.805359,236.428543,158.302246,211.496628,106.840187,77.088669,246.761734,117.286095,-39.389801,189.379456,239.866562,-95.619171,285.221558,61.920841,-56.533115,77.821342,243.593735,120.933731,426.14801,51.895329,123.159714,151.113846,54.37561
280,122.098793,352.103546,1712.733032,40.815636,440.895081,1717.313477,-57.260227,332.947693,1705.795166,25.464535,221.401199,1719.701172,234.145401,195.354553,1473.189941,32.123142,105.5168,1448.166016,317.327087,219.223099,1145.915649,362.212708,284.31076,883.210999,273.997284,412.457001,919.804504,-181.379868,155.106949,1473.195557,-226.033447,167.419128,1149.056885,-284.878479,165.37854,873.842712,-259.088318,320.264191,907.56604,13.065255,319.627655,1378.049438,182.458405,257.829773,1102.072388,-107.175461,265.736298,1096.743042,215.956848,283.424927,792.885132,-168.127228,373.087311,734.214722,163.542297,289.497284,549.24176,-148.007614,447.323456,591.696594,-30.925436,434.621735,579.415894,61.79237,281.27597,533.967529,181.099838,276.760925,434.988312,-159.105316,314.397217,417.525543,-118.210548,182.157272,226.147629,157.990341,211.773972,107.018867,76.591522,246.945694,117.084793,-40.364784,222.372101,232.385559,-98.123566,330.87265,62.42268,-57.254421,110.485146,227.747849,120.989639,426.206482,51.680321,122.954361,150.094604,53.356823
281,120.279877,365.095703,1712.721924,38.86483,453.639984,1717.081665,-58.880875,345.504242,1705.478394,24.304209,233.914536,1719.8125,233.876129,208.30629,1474.223511,31.955297,117.678741,1448.606812,317.872803,233.815613,1146.82605,361.802399,302.163849,885.102234,273.036316,428.726379,922.451538,-181.642303,166.866211,1473.00354,-225.046463,176.320663,1148.785645,-282.898621,168.801559,873.758789,-257.972809,324.30899,904.029846,12.41055,331.667603,1377.799072,182.413193,268.625763,1101.81604,-106.717484,277.274719,1096.418091,216.323471,290.773712,792.732788,-167.344101,387.248169,737.596619,164.092712,292.859131,548.51062,-147.55925,462.756531,594.79657,-31.279654,449.789307,582.237122,62.138699,285.408325,534.120361,181.160721,279.220856,434.624207,-159.626556,338.282379,413.753967,-119.404335,216.028046,215.430222,157.42981,212.064911,107.279388,75.62458,247.119827,116.458893,-41.777462,256.123871,223.734253,-101.019905,377.070709,64.00721,-58.064999,144.262268,210.926682,120.984856,426.547394,51.719185,122.45462,148.999985,54.07531
282,118.664314,378.296753,1712.613281,36.53191,466.297577,1716.533936,-60.563972,357.81311,1704.9104,23.185373,246.750534,1719.708618,233.346863,221.259109,1474.61853,31.760914,129.955093,1448.928223,318.360809,248.473282,1147.486084,362.514954,319.277863,885.554382,271.947083,444.836334,925.056519,-182.113113,178.474365,1472.328735,-224.180573,184.805634,1147.996948,-281.176544,172.702423,873.095154,-256.873169,328.661316,900.958008,12.118517,343.733551,1377.303101,182.672775,279.929474,1101.55896,-106.301498,289.565674,1096.195923,216.595642,298.026367,791.691223,-167.241714,401.231842,740.198608,164.006119,296.703918,547.868286,-147.114502,477.913086,597.526794,-31.623053,464.025421,584.193726,61.995941,289.49823,533.750244,181.173462,281.425934,434.170349,-160.524887,362.193359,409.065613,-120.91246,250.856735,204.162766,156.716995,212.209808,107.224686,75.19709,247.547394,116.21022,-43.871193,290.422943,214.92749,-104.00914,422.630768,65.356987,-60.346264,179.661453,193.517593,120.957001,426.609009,51.608418,122.320122,148.989655,54.257885
283,116.973526,391.309509,1712.2771,34.878983,479.373535,1715.861084,-61.981915,370.487183,1704.168945,21.57159,259.807098,1719.220825,232.919266,234.122543,1475.018921,31.385672,142.331131,1448.797852,318.820923,263.033997,1147.742554,362.412842,336.33194,886.741455,270.97049,461.046387,927.2948,-182.477219,189.97113,1471.47229,-223.33728,194.211761,1147.236572,-279.764282,176.700195,872.565491,-256.015442,333.430573,897.530518,11.217928,355.559967,1376.494995,182.875259,291.438202,1100.848267,-106.077492,301.483368,1095.677124,216.353806,306.571533,791.219788,-167.052017,415.065125,742.065613,163.926926,300.5672,547.292419,-146.189194,491.937439,599.050171,-31.670336,477.613647,585.410828,62.061558,293.607147,532.879272,180.723282,284.534515,433.550262,-161.892715,386.303497,403.860016,-123.231171,286.486298,192.624832,156.210876,212.350098,107.307228,74.719681,247.89772,115.94751,-45.592766,325.300995,205.91893,-107.051094,468.042572,67.40403,-63.088139,215.870331,176.389328,120.974663,426.626984,51.415131,122.640343,150.157806,53.48671
284,115.269501,404.54422,1711.755737,33.005604,492.250824,1714.919189,-63.769325,383.138245,1703.151978,20.243547,272.557251,1718.619263,232.188614,247.097687,1474.915894,31.083599,154.668472,1448.50647,319.103882,277.453552,1147.715332,361.527527,354.712219,887.243103,269.699219,477.155945,929.29657,-183.041275,201.860901,1470.130615,-222.895432,203.240356,1145.938354,-278.728455,181.289337,871.568542,-255.254715,338.439209,894.120239,10.970814,368.167725,1375.843872,182.807831,302.913361,1100.189331,-105.964027,313.794617,1095.061279,215.88855,314.760223,790.075867,-166.575195,428.360413,743.274475,163.861069,304.714233,546.429016,-145.50174,505.491119,599.72522,-31.583847,490.394318,585.277649,61.73827,297.671753,531.947693,180.744034,287.250122,433.254486,-163.1418,410.683868,397.852356,-125.740364,323.024475,181.095139,155.80307,212.615173,107.422073,74.295731,248.194397,115.536613,-48.151161,360.584778,196.548538,-109.772621,512.82666,69.364601,-66.05452,253.260559,159.253174,120.989159,426.67276,51.276428,122.583389,150.317078,53.439999
285,113.397911,417.43576,1710.810181,30.96772,505.074158,1713.754517,-65.687202,395.740814,1701.972656,18.898706,285.531219,1717.694458,231.380112,260.10675,1474.428101,30.80855,166.769867,1447.994263,319.560791,291.858459,1147.246094,361.927734,371.087921,887.811584,268.341125,493.201111,930.890991,-183.757233,213.752396,1468.854126,-222.133331,212.717651,1144.712158,-277.579254,186.111664,870.954773,-254.92157,343.756958,890.813354,9.86827,379.93808,1374.759277,182.885498,314.47644,1099.090576,-106.664803,327.172363,1094.886108,215.474792,323.13858,789.099915,-166.175186,441.130524,743.810547,163.555573,309.243713,545.551941,-145.019516,517.833496,599.827454,-31.552467,501.88382,584.106873,61.277523,302.031982,531.385986,180.248856,290.642487,432.67691,-164.657761,434.957336,391.316406,-128.558609,360.37738,169.643997,155.486877,212.893021,107.621414,73.605331,247.99295,115.68483,-51.479008,396.22876,187.418976,-113.529907,557.078552,72.493385,-69.696175,291.690277,142.645737,121.024094,426.468384,50.849586,122.361572,150.195358,53.712223
286,111.523712,430.61676,1709.829956,28.840326,517.946289,1712.315796,-67.316238,408.371002,1700.438721,17.051287,298.373474,1716.741211,230.629471,273.02063,1473.993286,30.318424,179.015839,1447.138672,319.317322,306.339722,1146.721069,361.498901,388.44986,888.119751,266.830353,509.131165,932.452332,-184.353027,225.354111,1467.094604,-222.347885,222.288818,1143.21106,-276.774567,191.451797,869.7948,-254.653442,349.729309,887.623779,9.364938,392.621033,1373.650146,182.300415,326.482544,1098.260742,-106.761818,338.634766,1093.498413,215.067322,331.914337,787.715576,-165.800034,453.963867,743.280212,163.410995,313.895477,544.860107,-144.345825,529.620056,599.015503,-31.190617,512.539856,582.058167,60.940384,306.120239,530.637573,179.667709,294.177856,432.152924,-166.296234,459.339539,384.911499,-132.162079,397.915741,158.784988,155.110825,213.218735,107.749146,73.279556,248.067642,115.352272,-54.815712,432.263824,178.619141,-117.631233,601.011108,75.886444,-73.860428,331.351532,127.387184,121.048882,426.510895,50.643719,122.380043,150.421173,53.480637
287,109.588898,443.546753,1708.644653,26.705832,530.736755,1710.699951,-69.14592,421.04071,1698.698364,15.581804,311.136963,1715.61438,229.767059,286.022217,1473.263062,29.685322,191.302841,1446.181274,319.561951,320.649292,1146.036011,360.773285,405.691559,888.122864,265.353058,525.046387,933.842285,-184.935928,237.140381,1465.241089,-221.741211,231.938507,1141.508789,-275.941528,197.254303,868.496643,-254.18692,355.677216,883.932251,8.478486,404.691101,1372.269409,181.612534,337.058075,1095.908691,-106.96769,350.320679,1091.967163,214.93663,340.37616,786.370667,-165.381531,465.856201,742.047607,163.415512,318.74054,543.767578,-143.551849,540.358582,597.183533,-31.098179,522.418701,579.040527,60.745892,311.252777,529.767517,179.496948,297.788147,431.06546,-168.830444,483.411957,378.509155,-136.495132,435.379791,149.211014,154.776627,213.482391,107.789459,72.775551,248.304886,115.114571,-58.750347,468.908813,170.588348,-122.578888,643.612183,79.737038,-78.376915,371.390076,113.350685,121.064728,426.567902,50.412685,122.1642,150.501923,53.557827
288,107.78138,456.573639,1707.169189,24.703007,543.608765,1708.810791,-71.110008,433.482819,1696.902222,13.954361,324.01886,1714.268311,228.795975,298.938324,1472.385986,29.021297,203.636993,1444.968018,319.306091,335.122284,1145.414551,360.044952,422.324951,888.071838,263.713623,541.013672,935.012939,-185.789001,249.085846,1463.343628,-221.650314,241.899994,1139.85376,-274.966919,203.549683,867.570374,-254.131699,361.773285,880.435547,7.371689,417.048889,1370.652954,181.353912,348.356171,1093.602539,-107.46048,361.844421,1090.421997,214.760437,349.234283,785.253052,-164.90654,477.267242,740.014954,162.982712,323.662994,542.838501,-143.33197,550.650513,594.752747,-30.93593,531.901611,575.109497,60.229553,316.286255,528.772156,179.49971,301.487488,430.215912,-170.924393,506.380066,372.810211,-141.437302,473.125702,140.782013,154.329483,213.772186,107.859627,72.079269,248.489304,115.02195,-62.700901,505.250275,162.726318,-127.42466,685.342712,83.936035,-82.826378,411.707977,100.645523,121.031212,426.483612,50.069252,121.542084,150.324722,53.892731
289,105.605553,469.586884,1705.56604,22.504702,556.490784,1706.745605,-72.975479,446.059479,1694.65625,11.937847,337.00235,1712.250244,227.750168,311.99234,1471.266235,28.18152,216.280853,1443.373657,318.937408,349.385468,1144.151123,358.978485,440.504761,888.495544,261.928345,556.717651,935.877869,-186.788315,261.033264,1461.48645,-221.684204,251.672989,1137.953003,-274.325043,209.54808,866.215454,-254.074371,368.364899,877.033142,6.158616,429.349701,1368.874146,180.74086,360.685364,1091.876465,-108.138779,373.939911,1088.316162,214.112259,358.257141,783.630127,-164.12175,487.87735,736.811157,162.953201,328.826569,541.781128,-142.63205,560.721069,591.717041,-30.874313,541.192139,569.671265,60.244236,321.384613,527.581421,179.135101,305.333221,429.78476,-172.519257,529.15741,367.161896,-146.036911,510.679993,133.590469,153.732132,214.197769,108.08638,71.587273,248.791901,114.789764,-67.30265,541.769287,157.564575,-132.65094,726.098328,89.698555,-88.296959,451.753357,89.934975,121.081505,426.545776,49.856613,121.399483,150.435989,54.021515
290,103.777344,482.491882,1703.680054,20.2616,569.142456,1704.584717,-74.863998,458.713776,1692.369019,10.357011,349.613892,1710.400757,226.652924,324.804077,1469.754639,27.411085,228.944778,1441.428833,318.533936,363.777313,1143.159058,358.651855,457.210907,888.045227,260.098328,572.370789,936.672058,-187.778198,273.058899,1459.220947,-221.700958,261.733978,1136.148926,-273.821198,216.881958,864.784912,-254.968369,375.716583,874.232483,5.218234,441.756165,1367.001831,180.073776,373.431915,1090.437622,-108.821342,386.415192,1086.188843,213.103683,367.767639,783.273987,-163.919983,498.055298,732.66156,162.244308,334.157745,540.896973,-142.150375,569.986877,587.966919,-30.352638,550.970215,563.912537,59.830536,327.029541,526.344666,178.473648,309.324982,429.253143,-174.849884,550.285461,362.885712,-151.273575,547.977173,128.446259,153.306229,214.720306,108.470627,71.264137,249.251022,114.553207,-72.134682,576.634644,152.677002,-138.005966,765.619446,97.000458,-93.858292,491.762421,81.323341,121.095116,426.660767,49.60973,121.143867,150.544373,54.258739
291,101.66787,495.450287,1701.621216,17.985096,581.854309,1702.19873,-77.007996,471.177094,1689.907959,8.573259,362.247009,1708.063721,225.496704,337.752869,1467.967651,26.282541,241.426514,1439.32312,317.901398,378.087311,1141.88623,357.796967,473.571381,887.299988,258.468658,588.02179,937.083313,-188.929871,285.095734,1456.929688,-221.864334,272.151398,1133.826294,-273.381958,224.023178,863.427246,-255.84613,383.358124,871.037598,3.938133,454.344971,1364.851196,179.12027,386.173004,1088.752441,-109.649635,399.117767,1083.901855,212.731049,377.18042,781.703735,-163.800797,507.56601,727.674683,162.065338,339.522797,539.412537,-141.295761,579.557983,583.900879,-29.471704,560.474976,558.62915,59.250523,332.976044,525.045044,178.131241,313.554932,428.186188,-176.695541,570.392883,359.623108,-155.557343,584.0979,124.819046,153.001266,215.179169,108.824516,70.948418,249.765747,114.164085,-76.41246,611.530396,150.191833,-142.561325,803.531372,105.503632,-98.601875,530.251099,73.719246,121.102005,426.854828,49.36504,120.903351,150.603363,54.446152
292,99.615089,508.379395,1699.339722,15.546293,594.444763,1699.696167,-78.893639,483.594147,1687.180176,6.812873,374.910767,1706.013672,224.064499,350.597321,1465.949341,25.10663,254.093155,1437.137085,316.932831,392.271637,1140.046509,356.192169,490.964203,886.8125,256.598938,603.561462,937.116943,-190.100708,297.077332,1454.443848,-222.105438,282.704712,1131.603271,-273.233398,231.747528,861.619812,-256.769836,391.460938,867.810303,2.372737,466.708221,1362.509399,178.047318,399.110352,1086.666382,-110.626923,411.862549,1081.430298,212.361679,386.85553,780.10675,-163.784454,516.534485,722.245972,161.611176,345.553375,538.177612,-140.748871,588.508728,579.418335,-28.953276,569.727478,552.690247,58.578186,339.066315,523.651794,177.466568,318.318176,427.175934,-178.466843,589.851013,356.785828,-160.070572,618.862671,123.127441,152.619843,215.651871,109.3041,70.265083,250.010956,114.063866,-80.384544,644.180176,148.531555,-146.938568,838.949463,116.409523,-104.336014,568.030151,67.740562,121.062851,427.017639,49.124134,120.552666,150.768524,54.937748
293,97.556549,521.205261,1696.917969,13.515589,607.326416,1697.237061,-80.861412,496.244812,1684.589844,4.957665,387.766937,1703.444214,222.67897,363.501465,1463.901367,23.820711,266.75351,1434.614746,316.101349,406.482544,1138.061279,355.350128,506.600433,885.09906,254.918472,619.05072,936.960693,-191.324631,309.284729,1451.699097,-222.938171,293.311951,1129.293457,-273.283905,240.1689,859.476013,-258.420471,399.928284,864.88916,1.011372,479.542816,1360.009399,176.977356,412.374481,1084.631226,-111.771255,425.081879,1078.620728,211.794601,396.786163,778.49884,-163.972275,525.505371,716.00885,160.784256,351.92627,536.778137,-140.135696,598.212402,574.878723,-28.47975,578.95813,547.469849,57.624454,345.755859,522.30072,176.58577,323.129059,426.059143,-180.324173,609.902344,354.103271,-164.373917,652.307678,122.693428,152.068008,216.103134,109.722961,69.503738,250.355392,113.970848,-83.935211,675.869385,148.741241,-150.003616,872.179077,129.221268,-109.929039,605.053345,63.266953,121.187698,427.31955,48.898632,120.47052,151.141998,55.181015
294,95.326385,534.09436,1694.509888,11.288329,620.040222,1694.570923,-83.050674,508.934814,1682.048584,2.787712,400.58548,1700.844116,221.055313,376.509064,1461.483887,22.358755,279.319,1432.039429,315.13623,420.45752,1135.915894,354.205688,522.846924,884.266968,253.252274,634.393066,936.603638,-192.912521,321.465363,1448.896362,-224.022186,304.286346,1126.737549,-273.58371,248.930069,857.36438,-259.992004,408.480621,861.465881,-0.892874,492.031677,1357.644287,175.882889,425.555664,1082.415039,-112.949486,437.962646,1075.802002,211.518158,407.252319,775.392883,-164.743668,534.240234,709.514893,160.09462,358.803741,535.279907,-139.659332,608.190247,570.562805,-27.613001,588.684082,542.63501,56.069794,352.831177,521.197998,175.330536,328.366058,425.181274,-182.538483,630.489502,352.29715,-168.470459,683.609314,123.053207,151.457352,216.87233,110.387291,68.74221,250.955765,113.87027,-87.541611,704.704163,149.397751,-152.778442,902.673706,142.547623,-115.002151,639.450317,59.501904,121.24144,427.553101,48.644131,120.325546,151.322845,55.48851
295,93.375839,546.945801,1692.015869,9.01194,632.723694,1691.95752,-85.080994,521.380554,1679.335938,1.179543,413.341034,1698.237061,219.362244,389.560059,1459.032837,20.868397,291.891541,1429.429688,314.050964,434.556427,1133.71106,352.468842,538.658813,882.49585,251.334656,649.618591,935.88269,-194.482925,333.488647,1445.934204,-225.243439,315.283325,1123.899902,-274.192657,258.565094,854.727173,-261.931244,418.465576,858.216492,-2.540211,504.827972,1355.195068,174.825058,438.806732,1080.245728,-114.09359,450.937927,1072.968262,210.331924,417.360779,774.225525,-166.404449,543.296753,703.249634,159.029327,366.351044,533.646851,-139.103073,618.500366,566.465271,-27.066145,598.081665,538.102173,55.00016,360.002075,519.875427,174.523148,334.845551,423.948547,-185.235352,649.550842,351.565369,-172.138412,713.129211,123.68425,150.901917,217.539597,111.181679,68.127762,251.694229,113.95401,-90.522026,732.078247,150.495041,-154.102249,930.291748,154.613937,-119.633202,672.003662,57.680191,121.237457,427.848236,48.368965,120.093849,151.571289,55.813354
296,91.17215,559.685852,1689.43042,6.695599,645.298096,1689.346558,-87.243858,533.801453,1676.521729,-1.067772,425.873138,1695.689697,217.641327,402.827911,1456.324951,19.254726,304.720459,1426.675049,312.741119,448.651733,1131.413574,350.857758,554.390503,880.908386,249.297562,664.603394,934.941528,-196.205017,345.821198,1442.908936,-226.50412,326.548492,1120.991455,-275.164551,268.375122,852.085327,-263.538727,428.30542,855.050476,-4.476157,517.721191,1352.496338,173.599609,451.898743,1077.83667,-115.255905,464.559784,1070.144043,209.735962,427.879181,772.277161,-168.839844,552.171204,696.880859,158.31427,374.540527,531.409363,-138.370804,628.927429,562.350037,-26.75976,607.296326,533.567322,53.905746,368.225098,518.084595,173.848938,341.473663,423.035004,-186.855438,667.205505,350.081116,-175.174408,740.227539,124.663902,150.252686,218.186737,112.22744,67.443466,252.389908,113.849792,-93.425598,757.520203,151.785828,-155.01474,955.780396,165.653961,-124.778923,701.809143,56.515732,121.28627,428.005676,48.065018,119.723465,151.884216,56.225822
297,88.852959,572.346497,1686.742798,4.536486,657.999939,1686.814331,-89.366776,546.461975,1673.927734,-2.872476,438.610229,1693.032349,215.821289,416.268127,1453.839478,17.694279,317.337616,1424.09729,311.151642,462.558716,1129.104736,349.105804,569.82666,879.064514,247.43277,679.524902,933.816345,-198.16037,358.110962,1439.794067,-227.93779,337.973511,1118.192993,-276.395447,278.923889,849.392456,-265.612427,438.803406,851.958069,-6.437293,530.489014,1349.80127,172.214752,464.89856,1075.722046,-116.412857,477.756439,1067.199951,208.807449,438.617584,770.117615,-170.203201,562.054871,690.755981,157.273361,383.693115,529.733582,-137.549072,639.374268,558.559509,-26.481003,616.840454,529.529419,52.319492,377.37204,516.173157,172.517746,348.787842,421.448639,-188.180832,684.065369,349.260193,-178.143845,765.405701,125.861298,149.773026,218.756821,113.193466,66.939316,253.213547,113.7342,-96.021965,780.222107,152.710403,-154.476501,979.09314,174.913727,-128.940125,728.521057,55.373859,121.236023,428.320038,48.014877,119.175934,151.99588,56.793804
298,86.732903,585.126343,1684.390381,2.134537,670.642578,1684.359619,-91.594078,559.155029,1671.552979,-5.217471,451.235046,1690.307251,213.713791,429.73999,1451.292236,15.992868,330.419159,1421.343018,309.494537,476.470367,1126.820801,347.048248,584.64563,876.949829,245.550034,694.259277,932.513794,-199.903351,370.434509,1436.829468,-229.683136,349.53009,1115.314087,-277.976959,289.70401,846.856628,-268.000793,449.975403,849.052734,-8.732361,543.706421,1347.369263,170.90535,477.721191,1073.305542,-117.714554,491.173889,1064.439331,207.478683,449.846252,767.917603,-170.843887,573.786621,685.941711,156.188126,393.177338,527.553101,-137.634079,649.998291,555.200317,-26.468582,627.09845,525.744385,50.913952,387.627502,514.009583,171.21756,356.767639,419.836975,-188.785355,699.688354,348.064728,-180.020767,787.559265,127.079742,149.324783,219.714066,114.525986,66.29303,254.588165,114.387901,-97.50045,801.211609,153.466003,-153.806198,999.198853,182.384537,-132.325211,752.739807,54.758835,121.246002,428.564423,47.876873,118.400436,152.256287,57.828003
299,84.414703,597.926208,1682.126099,-0.27361,683.362793,1682.222534,-94.077454,571.832153,1669.294922,-7.230882,463.867401,1687.765259,211.647705,443.266327,1448.831055,14.176523,343.101898,1418.906616,307.620667,490.324982,1124.570313,345.117004,599.481689,875.028564,243.598572,708.809692,931.036499,-201.889359,382.827789,1433.906982,-231.340622,361.301361,1112.532715,-279.733429,301.311554,844.037537,-270.476501,461.543854,846.309204,-10.946494,556.472351,1344.393066,169.40863,490.351685,1070.92395,-119.212952,504.540466,1061.386353,206.287308,461.063049,766.324158,-170.781052,585.783752,682.047729,154.674072,403.577301,525.83606,-138.066788,661.108887,552.241699,-27.138489,638.018005,522.141968,49.734303,398.34668,511.782562,170.037659,365.48175,418.496613,-189.685501,714.148071,346.286133,-181.058167,807.122192,127.236328,148.587158,221.030258,116.011963,65.580849,255.687439,114.798851,-98.658058,818.804016,153.060532,-152.967163,1017.156311,187.658401,-134.445679,773.711914,53.897694,121.319992,428.80661,47.755833,117.897118,152.634674,58.658787
